Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
1118,SFG,2022-05-18,@,COL,L 3-5,38,33,3,8,5,3,0,0,3,1,0,2,12,.242,.289,.333,.623,11,0,1,0,2,0
1119,NYY,2022-05-18,@,BAL,W 3-2,34,33,3,6,4,2,0,0,1,0,0,1,10,.182,.206,.242,.448,8,0,0,0,0,0
1120,CHW,2022-05-18,@,KCR,L 2-6,38,37,2,10,8,2,0,0,2,0,0,1,5,.270,.289,.324,.614,12,0,0,0,0,0
1121,HOU,2022-05-18,@,BOS,L 1-5,29,29,1,2,0,1,0,1,1,0,0,0,8,.069,.069,.207,.276,6,0,0,0,0,0
1122,OAK,2022-05-18,,MIN,L 4-14,40,38,4,12,9,2,1,0,4,0,0,0,8,.316,.325,.421,.746,16,0,1,0,1,0
1123,BOS,2022-05-18,,HOU,W 5-1,33,29,5,5,2,1,1,1,5,0,0,3,6,.172,.242,.379,.622,11,1,0,0,1,0
1124,SEA,2022-05-18,@,TOR,W 5-1,38,35,5,10,7,0,0,3,5,1,0,2,7,.286,.316,.543,.859,19,1,0,0,1,0
1125,CLE,2022-05-19,,CIN,L 2-4,34,28,2,3,2,1,0,0,2,1,0,5,5,.107,.235,.143,.378,4,1,0,0,1,0
1126,NYY,2022-05-19,@,BAL,L 6-9,40,34,6,10,8,1,0,1,6,1,0,6,8,.294,.400,.412,.812,14,3,0,0,0,0
1127,CHW,2022-05-19,@,KCR,W 7-4,45,39,7,14,13,0,0,1,7,2,1,5,11,.359,.444,.436,.880,17,1,1,0,0,0
1128,SEA,2022-05-19,@,BOS,L 6-12,41,37,6,10,6,2,0,2,6,0,0,4,11,.270,.341,.486,.828,18,0,0,0,0,0
1129,TEX,2022-05-19,@,HOU,L 1-5,35,32,1,6,5,1,0,0,1,1,0,2,13,.188,.235,.219,.454,7,0,0,1,0,0
1130,BOS,2022-05-19,,SEA,W 12-6,44,39,12,16,9,4,0,3,11,1,0,4,7,.410,.477,.744,1.221,29,1,1,0,0,0
1131,CIN,2022-05-19,@,CLE,W 4-2,33,30,4,8,7,0,0,1,3,0,0,1,8,.267,.281,.367,.648,11,2,0,1,1,0
1132,NYM,2022-05-19,,STL,W 7-6 (10),40,36,7,11,9,1,0,1,7,3,0,3,6,.306,.359,.417,.776,15,1,0,1,0,0
1133,SDP,2022-05-19,@,PHI,W 2-0,38,36,2,10,10,0,0,0,2,0,0,1,10,.278,.289,.278,.567,10,0,0,0,1,0
1134,PHI,2022-05-19,,SDP,L 0-2,35,34,0,8,8,0,0,0,0,0,0,1,8,.235,.257,.235,.492,8,1,0,0,0,0
1135,BAL,2022-05-19,,NYY,W 9-6,40,35,9,11,7,2,0,2,9,1,0,3,8,.314,.359,.543,.902,19,1,0,0,1,0
1136,KCR,2022-05-19,,CHW,L 4-7,38,37,4,11,7,3,0,1,4,1,0,1,4,.297,.316,.459,.775,17,1,0,0,0,0
1137,HOU,2022-05-19,,TEX,W 5-1,38,31,5,10,7,3,0,0,5,3,0,6,6,.323,.447,.419,.867,13,0,1,0,0,0
1138,CHC,2022-05-19,,ARI,L 1-3,37,32,1,4,2,2,0,0,1,1,0,4,8,.125,.243,.188,.431,6,0,1,0,0,0
1139,STL,2022-05-19,@,NYM,L 6-7 (10),44,40,6,13,9,2,0,2,5,2,0,3,5,.325,.364,.525,.889,21,1,0,0,1,0
1140,ARI,2022-05-19,@,CHC,W 3-1,34,32,3,6,4,1,0,1,3,1,0,1,11,.188,.212,.313,.525,10,0,0,1,0,0
1141,ARI,2022-05-20,@,CHC,W 10-6,42,37,10,12,4,1,0,7,10,0,0,4,7,.324,.390,.919,1.309,34,0,0,1,0,0
1142,CIN,2022-05-20,@,TOR,L 1-2,35,34,1,8,3,5,0,0,1,1,0,0,7,.235,.257,.382,.639,13,1,1,0,0,0
1143,WSN,2022-05-20,@,MIL,L 0-7,33,32,0,6,4,1,1,0,0,0,0,0,8,.188,.212,.281,.493,9,0,1,0,0,0
1144,LAA,2022-05-20,,OAK,L 2-4,36,33,2,6,3,3,0,0,2,1,0,3,13,.182,.250,.273,.523,9,0,0,0,0,0
1145,OAK,2022-05-20,@,LAA,W 4-2,38,34,4,8,4,2,0,2,4,1,1,2,10,.235,.289,.471,.760,16,0,1,0,1,0
1146,CLE,2022-05-20,,DET,W 6-1,32,31,6,10,5,3,1,1,6,0,1,0,8,.323,.313,.581,.893,18,1,0,0,1,0
1147,DET,2022-05-20,@,CLE,L 1-6,31,29,1,3,2,1,0,0,1,1,0,1,7,.103,.129,.138,.267,4,0,0,0,1,0
1148,HOU,2022-05-20,,TEX,L 0-3,32,30,0,8,8,0,0,0,0,0,0,1,5,.267,.290,.267,.557,8,3,0,1,0,0
1149,TOR,2022-05-20,,CIN,W 2-1,33,32,2,9,5,4,0,0,2,0,1,0,6,.281,.303,.406,.709,13,1,1,0,0,0
1150,TBR,2022-05-20,@,BAL,L 6-8 (13),51,48,6,10,7,2,0,1,6,0,0,3,9,.208,.255,.313,.567,15,0,0,0,0,1
1151,MIN,2022-05-20,@,KCR,W 6-4,41,33,6,7,5,2,0,0,6,0,1,6,6,.212,.317,.273,.590,9,0,0,0,2,0
1152,SEA,2022-05-20,@,BOS,L 3-7,36,32,3,5,2,2,0,1,3,0,0,4,9,.156,.250,.313,.563,10,1,0,0,0,0
1153,KCR,2022-05-20,,MIN,L 4-6,38,34,4,11,7,1,1,2,4,1,0,2,5,.324,.342,.588,.930,20,1,0,0,2,0
1154,TEX,2022-05-20,@,HOU,W 3-0,34,31,3,5,3,1,0,1,2,0,0,3,11,.161,.235,.290,.526,9,1,0,0,0,0
1155,BAL,2022-05-20,,TBR,W 8-6 (13),53,47,8,11,8,2,0,1,6,0,0,4,11,.234,.308,.340,.648,16,1,1,1,0,1
1156,BOS,2022-05-20,,SEA,W 7-3,34,32,7,8,5,1,0,2,7,1,0,2,9,.250,.294,.469,.763,15,0,0,0,0,0
1157,SDP,2022-05-20,@,SFG,W 8-7 (10),42,40,8,11,7,3,0,1,7,3,0,1,6,.275,.310,.425,.735,17,1,1,0,0,0
1158,PIT,2022-05-20,,STL,L 3-5,36,33,3,7,6,0,0,1,3,1,1,3,8,.212,.278,.303,.581,10,1,0,0,0,0
1159,LAD,2022-05-20,@,PHI,W 4-1,41,33,4,9,7,2,0,0,4,2,0,7,9,.273,.390,.333,.724,11,2,0,0,1,0
1160,SFG,2022-05-20,,SDP,L 7-8 (10),45,39,7,10,6,2,0,2,7,0,0,5,9,.256,.333,.462,.795,18,0,0,0,1,0
1161,CHC,2022-05-20,,ARI,L 6-10,40,34,6,8,3,1,0,4,6,0,0,5,9,.235,.325,.618,.943,21,0,0,0,1,0
1162,MIL,2022-05-20,,WSN,W 7-0,37,31,7,9,5,2,0,2,7,0,0,6,5,.290,.405,.548,.954,17,0,0,0,0,0
1163,MIA,2022-05-20,,ATL,L 3-5,39,36,3,10,5,4,0,1,3,0,0,1,9,.278,.333,.472,.806,17,1,2,0,0,0
1164,ATL,2022-05-20,@,MIA,W 5-3,41,36,5,9,3,3,0,3,5,1,0,5,10,.250,.341,.583,.925,21,0,0,0,0,0
1165,PHI,2022-05-20,,LAD,L 1-4,35,34,1,7,4,3,0,0,1,0,0,1,10,.206,.229,.294,.523,10,0,0,0,0,0
1166,STL,2022-05-20,@,PIT,W 5-3,40,37,5,10,10,0,0,0,4,0,0,3,3,.270,.325,.270,.595,10,0,0,0,0,0
1167,SFG,2022-05-21,,SDP,L 1-2,35,32,1,6,2,3,0,1,1,0,0,3,6,.188,.257,.375,.632,12,1,0,0,0,0
1168,CHC,2022-05-21,,ARI,L 6-7 (10),39,39,6,10,6,2,0,2,6,2,1,0,11,.256,.256,.462,.718,18,0,0,0,0,0
1169,MIL,2022-05-21,,WSN,W 5-1,39,35,5,12,9,1,0,2,5,1,0,2,5,.343,.385,.543,.927,19,0,1,0,1,0
1170,MIA,2022-05-21,,ATL,L 3-4,39,34,3,8,5,2,1,0,3,0,0,5,12,.235,.333,.353,.686,12,0,0,0,0,0
1171,ATL,2022-05-21,@,MIA,W 4-3,38,34,4,9,6,1,0,2,4,2,1,4,7,.265,.342,.471,.813,16,0,0,0,0,1
1172,PHI,2022-05-21,,LAD,L 4-7,35,31,4,6,3,1,0,2,4,1,0,2,8,.194,.265,.419,.684,13,1,1,1,0,0
1173,STL,2022-05-21,@,PIT,W 5-4,40,38,5,10,6,4,0,0,4,0,0,2,12,.263,.300,.368,.668,14,0,0,0,0,0
1174,TOR,2022-05-21,,CIN,W 3-1,33,30,3,7,5,0,0,2,3,0,1,3,7,.233,.303,.433,.736,13,0,0,0,0,0
1175,TBR,2022-05-21,@,BAL,W 6-1,36,33,6,9,6,0,0,3,6,0,0,2,7,.273,.306,.545,.851,18,2,0,0,1,0
1176,MIN,2022-05-21,@,KCR,W 9-2,41,31,9,9,6,3,0,0,8,1,0,6,5,.290,.385,.387,.772,12,1,0,2,2,0
1177,SEA,2022-05-21,@,BOS,L 5-6,38,38,5,12,9,3,0,0,5,1,0,0,11,.316,.316,.395,.711,15,1,0,0,0,0
1178,KCR,2022-05-21,,MIN,L 2-9,37,34,2,7,2,4,0,1,2,0,0,3,8,.206,.270,.412,.682,14,0,0,0,0,0
1179,TEX,2022-05-21,@,HOU,L 1-2,36,36,1,10,8,2,0,0,1,0,1,0,10,.278,.278,.333,.611,12,0,0,0,0,0
1180,ARI,2022-05-21,@,CHC,W 7-6 (10),44,39,7,11,8,2,0,1,6,1,0,5,15,.282,.364,.410,.774,16,1,0,0,0,0
1181,CIN,2022-05-21,@,TOR,L 1-3,32,32,1,7,4,3,0,0,1,0,1,0,7,.219,.219,.313,.531,10,0,0,0,0,0
1182,WSN,2022-05-21,@,MIL,L 1-5,36,33,1,9,8,0,0,1,1,0,1,2,7,.273,.314,.364,.678,12,2,0,0,0,0
1183,LAA,2022-05-21,,OAK,W 5-3,34,31,5,8,5,1,0,2,5,0,0,3,7,.258,.324,.484,.807,15,1,0,0,0,0
1184,OAK,2022-05-21,@,LAA,L 3-5,37,33,3,7,5,2,0,0,2,0,0,3,8,.212,.297,.273,.570,9,1,1,0,0,0
1185,CHW,2022-05-21,@,NYY,L 5-7,41,39,5,11,6,4,0,1,5,0,0,1,14,.282,.317,.462,.779,18,0,1,0,0,0
1186,NYY,2022-05-21,,CHW,W 7-5,37,30,7,8,7,0,0,1,7,0,0,6,3,.267,.378,.367,.745,11,1,0,0,1,1
1187,HOU,2022-05-21,,TEX,W 2-1,31,29,2,6,4,1,1,0,1,2,0,2,5,.207,.258,.310,.568,9,1,0,0,0,0
1188,BAL,2022-05-21,,TBR,L 1-6,36,32,1,6,4,0,2,0,1,0,0,4,11,.188,.278,.313,.590,10,1,0,0,0,0
1189,BOS,2022-05-21,,SEA,W 6-5,37,33,6,11,6,2,1,2,6,0,0,3,5,.333,.378,.636,1.015,21,1,0,0,1,0
1190,SDP,2022-05-21,@,SFG,W 2-1,40,32,2,6,4,1,0,1,2,2,1,6,10,.188,.333,.313,.646,10,0,1,1,0,0
1191,PIT,2022-05-21,,STL,L 4-5,37,33,4,7,2,4,0,1,3,0,0,3,7,.212,.297,.424,.722,14,1,1,0,0,0
1192,LAD,2022-05-21,@,PHI,W 7-4,43,39,7,13,8,2,0,3,6,0,1,4,12,.333,.395,.615,1.011,24,0,0,0,0,1
1193,COL,2022-05-21 (1),,NYM,L 1-5,37,36,1,9,8,1,0,0,1,0,0,0,7,.250,.270,.278,.548,10,0,1,0,0,0
1194,NYM,2022-05-21 (1),@,COL,W 5-1,42,40,5,13,8,4,0,1,5,0,0,2,8,.325,.357,.500,.857,20,0,0,0,0,0
1195,COL,2022-05-21 (2),,NYM,W 11-3,40,36,11,12,7,2,0,3,10,0,0,1,6,.333,.385,.639,1.024,23,0,2,0,0,1
1196,NYM,2022-05-21 (2),@,COL,L 3-11,36,33,3,8,8,0,0,0,3,0,1,2,5,.242,.278,.242,.520,8,0,0,0,1,0
1197,COL,2022-05-22,,NYM,L 0-2,36,32,0,6,6,0,0,0,0,0,0,4,9,.188,.278,.188,.465,6,1,0,0,0,0
1198,ARI,2022-05-22,@,CHC,L 4-5,36,34,4,8,7,1,0,0,4,0,0,2,7,.235,.278,.265,.542,9,1,0,0,0,0
1199,CIN,2022-05-22,@,TOR,W 3-2,37,32,3,6,4,1,0,1,3,1,0,4,11,.188,.297,.313,.610,10,0,1,0,0,0
1200,WSN,2022-05-22,@,MIL,W 8-2,41,40,8,14,11,3,0,0,8,0,0,1,6,.350,.366,.425,.791,17,2,0,0,0,0
1201,COL,2022-05-22,,NYM,L 0-2,36,32,0,6,6,0,0,0,0,0,0,4,9,.188,.278,.188,.465,6,1,0,0,0,0
1202,LAD,2022-05-22,@,PHI,L 3-4 (10),42,37,3,6,3,1,0,2,3,1,0,5,14,.162,.262,.351,.613,13,1,0,0,0,2
1203,STL,2022-05-22,@,PIT,W 18-4,52,47,18,20,12,5,0,3,18,1,0,4,4,.426,.462,.723,1.185,34,0,0,0,1,0
1204,SFG,2022-05-22,,SDP,L 1-10,33,29,1,4,3,1,0,0,1,0,0,3,9,.138,.212,.172,.385,5,1,0,0,1,0
1205,SDP,2022-05-22,@,SFG,W 10-1,48,44,10,17,8,8,1,0,10,0,0,3,6,.386,.417,.614,1.030,27,0,0,0,1,1
1206,PIT,2022-05-22,,STL,L 4-18,39,35,4,8,4,2,0,2,4,1,0,4,6,.229,.308,.457,.765,16,1,0,0,0,0
1207,CIN,2022-05-22,@,TOR,W 3-2,37,32,3,6,4,1,0,1,3,1,0,4,11,.188,.297,.313,.610,10,0,1,0,0,0
1208,MIL,2022-05-22,,WSN,L 2-8,35,31,2,8,7,0,0,1,2,0,0,3,5,.258,.324,.355,.678,11,3,0,1,0,0
1209,HOU,2022-05-22,,TEX,W 5-2,36,31,5,8,3,4,0,1,5,0,0,5,5,.258,.361,.484,.845,15,0,0,0,0,0
1210,CHC,2022-05-22,,ARI,W 5-4,37,31,5,8,4,1,1,2,5,1,0,6,5,.258,.378,.548,.927,17,1,0,0,0,0
1211,MIA,2022-05-22,,ATL,W 4-3,37,30,4,8,5,3,0,0,4,1,0,4,9,.267,.351,.367,.718,11,0,1,0,2,0
1212,ARI,2022-05-22,@,CHC,L 4-5,36,34,4,8,7,1,0,0,4,0,0,2,7,.235,.278,.265,.542,9,1,0,0,0,0
1213,MIN,2022-05-22,@,KCR,W 7-6,44,35,7,12,9,1,1,1,7,0,0,7,6,.343,.432,.514,.946,18,2,0,0,2,0
1214,KCR,2022-05-22,,MIN,L 6-7,39,36,6,8,6,2,0,0,6,1,0,3,8,.222,.282,.278,.560,10,1,0,0,0,0
1215,LAA,2022-05-22,,OAK,W 4-1,38,33,4,10,7,1,0,2,4,1,0,3,5,.303,.378,.515,.894,17,0,1,1,0,0
1216,BOS,2022-05-22,,SEA,W 8-4 (10),41,37,8,10,4,3,0,3,8,0,0,3,7,.270,.317,.595,.912,22,0,0,0,1,2
1217,BAL,2022-05-22,,TBR,W 7-6 (11),52,44,7,10,7,2,0,1,6,1,0,6,7,.227,.333,.341,.674,15,0,1,1,0,1
1218,OAK,2022-05-22,@,LAA,L 1-4,32,31,1,4,3,1,0,0,1,0,0,1,12,.129,.156,.161,.318,5,1,0,0,0,0
1219,TBR,2022-05-22,@,BAL,L 6-7 (11),49,46,6,12,8,3,0,1,6,3,0,3,12,.261,.306,.391,.697,18,0,0,0,0,1
1220,SEA,2022-05-22,@,BOS,L 4-8 (10),39,38,4,9,6,1,0,2,4,0,0,1,14,.237,.256,.421,.677,16,1,0,0,0,0
1221,TOR,2022-05-22,,CIN,L 2-3,36,32,2,4,3,1,0,0,2,0,0,3,8,.125,.222,.156,.378,5,0,1,0,0,0
1222,DET,2022-05-22,@,CLE,W 4-2,35,33,4,7,4,2,0,1,3,2,0,2,12,.212,.257,.364,.621,12,0,0,0,0,0
1223,CLE,2022-05-22,,DET,L 2-4,34,29,2,6,5,0,0,1,2,1,0,3,6,.207,.324,.310,.634,9,3,2,0,0,0
1224,TEX,2022-05-22,@,HOU,L 2-5,37,35,2,9,8,0,0,1,2,0,0,1,13,.257,.297,.343,.640,12,1,1,0,0,0
1225,NYY,2022-05-22 (1),,CHW,L 1-3,36,33,1,8,6,1,0,1,1,0,0,3,9,.242,.306,.364,.669,12,0,0,0,0,1
1226,CHW,2022-05-22 (1),@,NYY,W 3-1,37,35,3,8,4,3,0,1,3,0,0,2,8,.229,.270,.400,.670,14,0,0,0,0,0
1227,CHW,2022-05-22 (2),@,NYY,W 5-0,41,39,5,13,11,1,0,1,5,0,0,0,7,.333,.366,.436,.802,17,1,2,0,0,0
1228,NYY,2022-05-22 (2),,CHW,L 0-5,32,30,0,3,1,2,0,0,0,0,0,2,7,.100,.156,.167,.323,5,0,0,0,0,0
1229,KCR,2022-05-23,@,ARI,L 5-9,45,39,5,12,9,0,0,3,4,1,0,5,8,.308,.400,.538,.938,21,1,1,0,0,0
1230,NYY,2022-05-23,,BAL,L 4-6,36,31,4,5,3,0,0,2,4,0,0,4,9,.161,.278,.355,.633,11,2,1,0,0,0
1231,HOU,2022-05-23,,CLE,L 1-6,32,30,1,4,2,1,0,1,1,0,0,2,4,.133,.188,.267,.454,8,1,0,0,0,0
1232,MIN,2022-05-23,,DET,W 5-4,35,31,5,7,6,0,0,1,5,0,0,4,8,.226,.314,.323,.637,10,1,0,0,0,0
1233,CLE,2022-05-23,@,HOU,W 6-1,41,37,6,9,6,2,0,1,4,1,0,4,6,.243,.317,.378,.695,14,0,0,0,0,0
1234,PHI,2022-05-23,@,ATL,W 7-3,44,36,7,10,7,2,1,0,7,1,0,8,11,.278,.409,.389,.798,14,1,0,0,0,0
1235,CIN,2022-05-23,,CHC,L 4-7,37,32,4,5,1,1,0,3,4,0,0,4,10,.156,.270,.469,.739,15,0,1,0,0,0
1236,CHC,2022-05-23,@,CIN,W 7-4,39,34,7,8,4,2,0,2,7,2,0,5,13,.235,.333,.471,.804,16,0,0,0,0,0
1237,PIT,2022-05-23,,COL,W 2-1,34,30,2,9,5,3,1,0,2,1,1,4,4,.300,.382,.467,.849,14,2,0,0,0,0
1238,ARI,2022-05-23,,KCR,W 9-5,39,34,9,10,6,2,0,2,9,0,0,5,8,.294,.385,.529,.914,18,0,0,0,0,0
1239,WSN,2022-05-23,,LAD,L 1-10,33,33,1,7,5,2,0,0,1,0,0,0,8,.212,.212,.273,.485,9,1,0,0,0,0
1240,SDP,2022-05-23,,MIL,W 3-2 (10),43,37,3,9,7,2,0,0,3,0,0,6,6,.243,.349,.297,.646,11,1,0,0,0,2
1241,SFG,2022-05-23,,NYM,L 3-13,35,33,3,7,5,1,0,1,3,0,0,1,8,.212,.257,.333,.590,11,1,1,0,0,0
1242,ATL,2022-05-23,,PHI,L 3-7,37,36,3,11,9,2,0,0,3,0,0,1,12,.306,.324,.361,.685,13,1,0,0,0,0
1243,COL,2022-05-23,@,PIT,L 1-2,37,33,1,7,7,0,0,0,0,0,0,4,5,.212,.297,.212,.509,7,3,0,0,0,0
1244,MIL,2022-05-23,@,SDP,L 2-3 (10),41,36,2,8,7,1,0,0,2,0,0,5,9,.222,.317,.250,.567,9,2,0,0,0,0
1245,NYM,2022-05-23,@,SFG,W 13-3,45,44,13,18,10,5,0,3,13,1,0,1,8,.409,.422,.727,1.149,32,1,0,0,0,0
1246,STL,2022-05-23,,TOR,W 7-3 (10),39,35,7,10,6,2,0,2,7,0,1,4,9,.286,.359,.514,.873,18,3,0,0,0,1
1247,LAD,2022-05-23,@,WSN,W 10-1,45,39,10,12,7,4,1,0,10,1,0,5,8,.308,.400,.462,.862,18,0,1,0,0,0
1248,DET,2022-05-23,@,MIN,L 4-5,40,37,4,10,6,3,0,1,4,0,0,2,10,.270,.325,.432,.757,16,0,1,0,0,0
1249,BAL,2022-05-23,@,NYY,W 6-4,37,36,6,10,7,2,0,1,6,1,0,0,11,.278,.270,.417,.687,15,0,0,0,1,0
1250,SEA,2022-05-23,,OAK,W 7-6,37,31,7,8,4,1,0,3,7,0,0,5,11,.258,.378,.581,.959,18,1,1,0,0,0
1251,OAK,2022-05-23,@,SEA,L 6-7,40,37,6,12,9,2,0,1,6,0,0,2,7,.324,.350,.459,.809,17,1,0,0,1,0
1252,TOR,2022-05-23,@,STL,L 3-7 (10),41,34,3,4,2,1,0,1,3,0,0,6,6,.118,.268,.235,.504,8,0,1,0,0,1
1253,DET,2022-05-24,@,MIN,L 0-2,33,31,0,5,4,1,0,0,0,0,0,1,12,.161,.212,.194,.406,6,1,1,0,0,0
1254,BAL,2022-05-24,@,NYY,L 6-7 (11),41,40,6,7,4,1,0,2,6,1,0,1,8,.175,.195,.350,.545,14,0,0,0,0,0
1255,SEA,2022-05-24,,OAK,L 5-7,40,35,5,9,7,1,0,1,5,0,1,4,9,.257,.350,.371,.721,13,0,1,0,0,0
1256,OAK,2022-05-24,@,SEA,W 7-5,41,39,7,13,7,4,0,2,6,2,0,2,11,.333,.366,.590,.956,23,1,0,0,0,0
1257,TOR,2022-05-24,@,STL,W 8-1,47,38,8,12,6,2,1,3,8,0,0,8,4,.316,.426,.658,1.083,25,0,0,0,1,0
1258,PIT,2022-05-24,,COL,L 1-2 (10),39,35,1,5,4,1,0,0,1,1,0,3,12,.143,.231,.171,.402,6,0,1,0,0,0
1259,ARI,2022-05-24,,KCR,W 8-6,38,30,8,9,3,2,0,4,7,0,0,8,11,.300,.447,.767,1.214,23,2,0,0,0,0
1260,WSN,2022-05-24,,LAD,L 4-9,40,36,4,10,9,1,0,0,3,2,0,4,6,.278,.350,.306,.656,11,1,0,0,0,0
1261,SDP,2022-05-24,,MIL,L 1-4,35,33,1,8,8,0,0,0,0,0,1,2,8,.242,.286,.242,.528,8,2,0,0,0,0
1262,SFG,2022-05-24,,NYM,W 13-12,50,44,13,19,13,2,0,4,13,0,0,6,10,.432,.500,.750,1.250,33,1,0,0,0,0
1263,ATL,2022-05-24,,PHI,W 6-5,38,34,6,14,12,1,0,1,6,0,2,2,13,.412,.421,.529,.950,18,1,0,0,2,0
1264,COL,2022-05-24,@,PIT,W 2-1 (10),39,37,2,7,6,1,0,0,2,1,0,2,9,.189,.231,.216,.447,8,1,0,0,0,0
1265,TEX,2022-05-24,@,LAA,L 3-5,33,32,3,6,3,1,0,2,3,0,0,1,7,.188,.212,.406,.618,13,1,0,0,0,0
1266,KCR,2022-05-24,@,ARI,L 6-8,37,34,6,9,5,3,0,1,6,0,1,3,7,.265,.324,.441,.766,15,0,0,0,0,0
1267,NYY,2022-05-24,,BAL,W 7-6 (11),45,40,7,11,7,0,0,4,7,0,0,4,12,.275,.356,.575,.931,23,2,1,0,0,1
1268,CHW,2022-05-24,,BOS,L 3-16,37,33,3,6,2,3,0,1,3,0,0,4,9,.182,.270,.364,.634,12,0,0,0,0,0
1269,BOS,2022-05-24,@,CHW,W 16-3,51,45,16,19,10,5,0,4,16,0,0,5,12,.422,.471,.800,1.271,36,0,0,0,1,0
1270,HOU,2022-05-24,,CLE,W 7-3,35,33,7,9,6,2,0,1,7,0,0,1,9,.273,.314,.424,.739,14,0,1,0,0,0
1271,MIN,2022-05-24,,DET,W 2-0,34,30,2,8,6,2,0,0,2,0,0,4,8,.267,.353,.333,.686,10,1,0,0,0,0
1272,TBR,2022-05-24,,MIA,W 4-0,34,33,4,10,4,3,0,3,4,0,0,1,9,.303,.324,.667,.990,22,1,0,0,0,0
1273,CLE,2022-05-24,@,HOU,L 3-7,35,34,3,7,4,2,0,1,3,0,0,1,5,.206,.229,.353,.582,12,0,0,0,0,0
1274,LAA,2022-05-24,,TEX,W 5-3,35,32,5,12,9,2,0,1,4,1,0,1,8,.375,.400,.531,.931,17,3,1,0,1,0
1275,PHI,2022-05-24,@,ATL,L 5-6,41,36,5,10,7,2,0,1,5,0,0,4,9,.278,.341,.417,.758,15,0,0,0,1,1
1276,CIN,2022-05-24,,CHC,L 4-11,38,35,4,8,7,0,0,1,4,0,0,3,10,.229,.289,.314,.604,11,0,0,0,0,0
1277,CHC,2022-05-24,@,CIN,W 11-4,48,41,11,15,12,0,1,2,11,1,0,3,10,.366,.417,.561,.978,23,0,2,0,2,0
1278,MIL,2022-05-24,@,SDP,W 4-1,34,32,4,5,3,0,0,2,4,1,1,2,9,.156,.206,.344,.550,11,0,0,0,0,0
1279,NYM,2022-05-24,@,SFG,L 12-13,47,42,12,18,13,2,2,1,12,1,0,1,7,.429,.426,.643,1.068,27,0,1,0,3,0
1280,MIA,2022-05-24,@,TBR,L 0-4,32,29,0,5,5,0,0,0,0,0,0,3,10,.172,.250,.172,.422,5,2,0,0,0,0
1281,STL,2022-05-24,,TOR,L 1-8,37,34,1,6,4,2,0,0,1,0,0,3,12,.176,.243,.235,.479,8,0,0,0,0,0
1282,LAD,2022-05-24,@,WSN,W 9-4,44,36,9,9,5,0,0,4,9,0,0,7,9,.250,.386,.583,.970,21,0,1,0,0,0
1283,MIL,2022-05-25,@,SDP,W 2-1,32,27,2,4,3,1,0,0,2,1,1,4,10,.148,.250,.185,.435,5,2,0,0,1,0
1284,NYM,2022-05-25,@,SFG,L 3-9,36,32,3,5,1,2,1,1,3,0,0,4,7,.156,.250,.375,.625,12,0,0,0,0,0
1285,MIA,2022-05-25,@,TBR,L 4-5,38,34,4,9,6,2,0,1,4,0,0,4,12,.265,.342,.412,.754,14,2,0,0,0,0
1286,LAD,2022-05-25,@,WSN,L 0-1,36,32,0,6,4,2,0,0,0,2,0,4,9,.188,.278,.250,.528,8,1,0,0,0,1
1287,TEX,2022-05-25,@,LAA,W 7-2,39,35,7,10,6,1,1,2,7,4,0,2,6,.286,.308,.543,.851,19,0,0,0,2,0
1288,NYY,2022-05-25,,BAL,W 2-0,30,30,2,6,5,1,0,0,1,1,0,0,5,.200,.200,.233,.433,7,0,0,0,0,0
1289,CHW,2022-05-25,,BOS,W 3-1,32,29,3,5,3,1,0,1,3,0,0,3,4,.172,.250,.310,.560,9,1,0,0,0,0
1290,BOS,2022-05-25,@,CHW,L 1-3,40,33,1,7,7,0,0,0,1,0,0,7,10,.212,.350,.212,.562,7,1,0,0,0,0
1291,HOU,2022-05-25,,CLE,W 2-1,33,27,2,7,6,1,0,0,2,1,0,4,7,.259,.333,.296,.630,8,1,0,0,2,0
1292,MIN,2022-05-25,,DET,L 2-4 (10),41,38,2,7,5,1,0,1,2,0,0,2,13,.184,.244,.289,.533,11,0,1,0,0,0
1293,TBR,2022-05-25,,MIA,W 5-4,33,29,5,6,2,3,0,1,5,0,0,4,9,.207,.303,.414,.717,12,1,0,0,0,0
1294,CLE,2022-05-25,@,HOU,L 1-2,34,31,1,4,3,1,0,0,0,0,0,3,12,.129,.206,.161,.367,5,0,0,0,0,0
1295,DET,2022-05-25,@,MIN,W 4-2 (10),43,37,4,8,5,0,0,3,4,1,0,6,9,.216,.326,.459,.785,17,1,0,0,0,0
1296,BAL,2022-05-25,@,NYY,L 0-2,36,33,0,5,5,0,0,0,0,1,0,3,11,.152,.222,.152,.374,5,0,0,0,0,0
1297,SEA,2022-05-25,,OAK,L 2-4,35,28,2,5,5,0,0,0,1,1,0,6,5,.179,.343,.179,.521,5,4,1,0,0,0
1298,OAK,2022-05-25,@,SEA,W 4-2,37,35,4,9,4,3,0,2,4,3,0,2,12,.257,.297,.514,.812,18,0,0,0,0,0
1299,PIT,2022-05-25,,COL,W 10-5,39,33,10,9,5,2,0,2,10,1,0,5,11,.273,.385,.515,.900,17,0,1,0,0,0
1300,WSN,2022-05-25,,LAD,W 1-0,30,27,1,6,4,2,0,0,1,0,1,3,5,.222,.300,.296,.596,8,0,0,0,0,0
