Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
2689,HOU,2022-07-15,,OAK,L 1-5,33,29,1,4,3,1,0,0,1,0,0,3,8,.138,.212,.172,.385,5,1,0,0,1,0
2690,TEX,2022-07-15,,SEA,L 3-8,33,33,3,6,3,1,0,2,3,1,0,0,17,.182,.182,.394,.576,13,0,0,0,0,0
2691,BAL,2022-07-15,@,TBR,L 4-5,39,37,4,10,5,2,0,3,4,0,0,1,6,.270,.308,.568,.875,21,0,1,0,0,0
2692,TBR,2022-07-15,,BAL,W 5-4,34,32,5,8,2,5,0,1,5,0,0,2,8,.250,.294,.500,.794,16,0,0,0,0,0
2693,NYY,2022-07-15,,BOS,L 4-5 (11),44,39,4,9,6,2,0,1,3,0,0,4,10,.231,.318,.359,.677,14,4,1,0,0,2
2694,MIN,2022-07-15,,CHW,L 2-6,36,32,2,7,6,1,0,0,2,0,0,4,5,.219,.306,.250,.556,8,2,0,0,0,0
2695,DET,2022-07-15,@,CLE,L 5-6,37,36,5,8,4,3,0,1,5,0,0,0,7,.222,.243,.389,.632,14,1,1,0,0,0
2696,CLE,2022-07-15,,DET,W 6-5,36,28,6,9,7,1,1,0,6,0,0,5,5,.321,.429,.429,.857,12,3,1,1,1,1
2697,OAK,2022-07-15,@,HOU,W 5-1,36,36,5,9,5,3,0,1,5,0,0,0,9,.250,.250,.417,.667,15,0,0,0,0,0
2698,SEA,2022-07-15,@,TEX,W 8-3,42,35,8,10,7,2,0,1,7,0,0,6,13,.286,.381,.429,.810,15,1,0,0,1,0
2699,KCR,2022-07-15,@,TOR,L 1-8,34,32,1,5,4,1,0,0,1,1,0,0,10,.156,.206,.188,.393,6,0,2,0,0,0
2700,LAD,2022-07-15,@,LAA,W 9-1,45,38,9,13,10,1,2,0,9,0,0,6,7,.342,.422,.474,.896,18,0,0,0,1,0
2701,SDP,2022-07-15,,ARI,W 5-3,35,31,5,8,7,1,0,0,4,1,0,4,4,.258,.343,.290,.633,9,1,0,0,0,0
2702,WSN,2022-07-15,,ATL,L 4-8,41,34,4,8,5,3,0,0,3,0,0,6,9,.235,.366,.324,.689,11,1,1,0,0,0
2703,STL,2022-07-15,,CIN,W 7-3,37,27,7,8,5,2,0,1,7,0,0,8,9,.296,.432,.481,.914,13,2,0,0,2,0
2704,ARI,2022-07-15,@,SDP,L 3-5,35,33,3,6,4,0,0,2,3,0,0,2,10,.182,.229,.364,.592,12,0,0,0,0,0
2705,MIL,2022-07-15,@,SFG,L 5-8,43,35,5,6,5,1,0,0,4,0,0,6,13,.171,.326,.200,.526,7,0,2,0,0,0
2706,CIN,2022-07-15,@,STL,L 3-7,38,35,3,10,9,1,0,0,3,0,0,3,10,.286,.342,.314,.656,11,1,0,0,0,0
2707,ATL,2022-07-15,@,WSN,W 8-4,42,40,8,12,8,1,0,3,8,1,0,2,12,.300,.333,.550,.883,22,0,0,0,0,0
2708,PIT,2022-07-15,@,COL,L 2-13,33,32,2,6,3,3,0,0,2,0,0,0,4,.188,.182,.281,.463,9,0,0,0,1,0
2709,PHI,2022-07-15,@,MIA,W 2-1,33,30,2,5,3,2,0,0,2,2,0,3,14,.167,.242,.233,.476,7,1,0,0,0,0
2710,SFG,2022-07-15,,MIL,W 8-5,42,35,8,11,7,0,1,3,8,1,0,5,5,.314,.429,.629,1.057,22,1,2,0,0,0
2711,MIA,2022-07-15,,PHI,L 1-2,35,30,1,4,2,2,0,0,1,2,0,4,10,.133,.229,.200,.429,6,0,0,0,1,0
2712,COL,2022-07-15,,PIT,W 13-2,42,37,13,17,11,4,0,2,13,1,0,4,5,.459,.500,.730,1.230,27,2,0,0,1,0
2713,PIT,2022-07-16,@,COL,L 0-2,34,31,0,6,5,1,0,0,0,1,0,3,7,.194,.265,.226,.491,7,1,0,0,0,0
2714,PHI,2022-07-16,@,MIA,W 10-0,43,41,10,15,6,5,0,4,10,0,1,2,8,.366,.395,.780,1.176,32,0,0,0,0,1
2715,SFG,2022-07-16,,MIL,W 2-1,32,28,2,4,2,1,0,1,1,0,0,3,6,.143,.250,.286,.536,8,0,1,0,0,0
2716,MIA,2022-07-16,,PHI,L 0-10,31,31,0,5,4,1,0,0,0,0,0,0,9,.161,.161,.194,.355,6,1,0,0,0,0
2717,COL,2022-07-16,,PIT,W 2-0,35,32,2,8,7,1,0,0,2,1,0,3,8,.250,.314,.281,.596,9,1,0,0,0,0
2718,SEA,2022-07-16,@,TEX,W 3-2 (10),44,39,3,10,6,3,0,1,3,1,0,5,5,.256,.341,.410,.751,16,1,0,0,0,1
2719,KCR,2022-07-16,@,TOR,L 5-6 (10),40,37,5,9,7,0,1,1,5,0,0,2,9,.243,.275,.378,.653,14,1,0,0,1,0
2720,LAD,2022-07-16,@,LAA,W 7-1,37,33,7,7,2,1,0,4,7,0,0,4,11,.212,.297,.606,.903,20,0,0,0,0,0
2721,SDP,2022-07-16,,ARI,W 4-3,34,32,4,8,4,3,0,1,4,1,0,1,4,.250,.294,.438,.732,14,0,1,0,0,0
2722,WSN,2022-07-16,,ATL,L 3-6,32,32,3,7,6,0,1,0,3,0,0,0,4,.219,.219,.281,.500,9,2,0,0,0,0
2723,STL,2022-07-16,,CIN,W 11-3,48,38,11,12,9,0,1,2,10,2,0,6,9,.316,.458,.526,.985,20,0,4,0,0,0
2724,TOR,2022-07-16,,KCR,W 6-5 (10),41,37,6,12,11,1,0,0,6,0,1,4,10,.324,.390,.351,.742,13,0,0,0,0,0
2725,LAA,2022-07-16,,LAD,L 1-7,35,35,1,7,6,0,0,1,1,0,0,0,10,.200,.200,.286,.486,10,0,0,0,0,0
2726,CHW,2022-07-16,@,MIN,L 3-6,37,35,3,9,7,2,0,0,3,0,0,2,7,.257,.297,.314,.612,11,1,0,0,0,0
2727,BOS,2022-07-16,@,NYY,L 1-14,31,30,1,3,1,1,0,1,1,0,0,1,6,.100,.129,.233,.362,7,0,0,0,0,0
2728,HOU,2022-07-16,,OAK,W 5-0,32,30,5,6,5,0,0,1,5,0,0,2,4,.200,.250,.300,.550,9,0,0,0,0,0
2729,TEX,2022-07-16,,SEA,L 2-3 (10),36,35,2,7,4,2,1,0,2,0,0,1,12,.200,.222,.314,.537,11,0,0,0,0,0
2730,BAL,2022-07-16,@,TBR,W 6-4 (11),40,37,6,8,3,3,1,1,6,1,2,1,8,.216,.250,.432,.682,16,1,1,0,1,0
2731,TBR,2022-07-16,,BAL,L 4-6 (11),45,38,4,10,7,2,0,1,2,1,1,4,8,.263,.364,.395,.758,15,3,2,1,0,0
2732,NYY,2022-07-16,,BOS,W 14-1,47,37,14,12,6,2,0,4,14,0,0,8,9,.324,.468,.703,1.171,26,0,2,0,0,0
2733,MIN,2022-07-16,,CHW,W 6-3,36,34,6,10,6,1,0,3,6,0,0,2,11,.294,.333,.588,.922,20,0,0,0,0,0
2734,DET,2022-07-16,@,CLE,L 0-10,33,30,0,5,4,1,0,0,0,0,0,3,10,.167,.242,.200,.442,6,1,0,0,0,0
2735,CLE,2022-07-16,,DET,W 10-0,40,37,10,13,8,2,0,3,10,0,0,1,5,.351,.400,.649,1.049,24,0,2,0,0,0
2736,OAK,2022-07-16,@,HOU,L 0-5,34,33,0,7,6,1,0,0,0,1,0,1,16,.212,.235,.242,.478,8,1,0,0,0,0
2737,ARI,2022-07-16,@,SDP,L 3-4,39,35,3,10,4,4,1,1,3,0,0,4,5,.286,.359,.543,.902,19,2,0,0,0,0
2738,MIL,2022-07-16,@,SFG,L 1-2,32,30,1,5,4,1,0,0,1,1,1,1,7,.167,.188,.200,.388,6,0,0,0,1,0
2739,CIN,2022-07-16,@,STL,L 3-11,35,30,3,4,3,0,0,1,2,0,0,4,6,.133,.235,.233,.469,7,2,0,0,0,0
2740,ATL,2022-07-16,@,WSN,W 6-3,39,37,6,9,3,4,0,2,6,3,0,1,8,.243,.282,.514,.796,19,0,1,0,0,0
2741,CHC,2022-07-16 (1),,NYM,L 1-2 (11),39,35,1,5,4,1,0,0,1,3,0,3,13,.143,.231,.171,.402,6,3,1,0,0,0
2742,NYM,2022-07-16 (1),@,CHC,W 2-1 (11),41,36,2,4,3,1,0,0,2,0,1,4,16,.111,.195,.139,.334,5,0,0,0,1,0
2743,NYM,2022-07-16 (2),@,CHC,W 4-3 (10),43,36,4,7,5,1,0,1,3,1,0,5,9,.194,.326,.306,.631,11,2,2,0,0,1
2744,CHC,2022-07-16 (2),,NYM,L 3-4 (10),41,38,3,10,7,3,0,0,3,1,1,3,14,.263,.317,.342,.659,13,1,0,0,0,1
2745,PIT,2022-07-17,@,COL,W 8-3,46,43,8,16,13,3,0,0,8,0,0,3,11,.372,.413,.442,.855,19,0,0,0,0,0
2746,PHI,2022-07-17,@,MIA,W 4-0,36,34,4,8,4,3,0,1,4,0,0,0,9,.235,.278,.412,.690,14,0,2,0,0,0
2747,SFG,2022-07-17,,MIL,W 9-5,38,34,9,12,7,3,0,2,9,1,0,3,9,.353,.395,.618,1.012,21,1,0,0,1,0
2748,CHC,2022-07-17,,NYM,W 3-2,33,30,3,7,7,0,0,0,3,0,0,3,8,.233,.303,.233,.536,7,2,0,0,0,0
2749,MIA,2022-07-17,,PHI,L 0-4,31,30,0,4,4,0,0,0,0,0,0,1,11,.133,.161,.133,.295,4,1,0,0,0,0
2750,COL,2022-07-17,,PIT,L 3-8,37,31,3,9,4,3,2,0,3,0,0,3,6,.290,.351,.516,.867,16,2,1,0,2,0
2751,SEA,2022-07-17,@,TEX,W 6-2,39,35,6,10,7,1,0,2,6,0,1,2,6,.286,.359,.486,.845,17,1,2,0,0,0
2752,KCR,2022-07-17,@,TOR,L 2-4,32,31,2,7,6,0,0,1,2,0,1,1,11,.226,.250,.323,.573,10,1,0,0,0,0
2753,SDP,2022-07-17,,ARI,L 1-3,32,32,1,6,4,1,0,1,1,0,0,0,8,.188,.188,.313,.500,10,0,0,0,0,0
2754,WSN,2022-07-17,,ATL,W 7-3,33,31,7,7,5,0,0,2,7,0,0,2,7,.226,.273,.419,.692,13,0,0,0,0,0
2755,NYM,2022-07-17,@,CHC,L 2-3,36,33,2,9,8,1,0,0,1,2,0,3,2,.273,.333,.303,.636,10,2,0,0,0,0
2756,TOR,2022-07-17,,KCR,W 4-2,33,31,4,7,5,1,0,1,3,0,0,0,6,.226,.242,.355,.597,11,0,1,0,1,0
2757,CHW,2022-07-17,@,MIN,W 11-0,47,43,11,16,9,4,0,3,11,0,0,4,10,.372,.426,.674,1.100,29,0,0,0,0,0
2758,BOS,2022-07-17,@,NYY,L 2-13,32,32,2,6,4,1,0,1,2,0,0,0,16,.188,.188,.313,.500,10,1,0,0,0,0
2759,HOU,2022-07-17,,OAK,L 3-4,37,36,3,8,5,1,0,2,3,0,0,1,8,.222,.243,.417,.660,15,0,0,0,0,0
2760,TEX,2022-07-17,,SEA,L 2-6,39,34,2,7,5,1,0,1,2,1,0,5,10,.206,.308,.324,.631,11,0,0,0,0,0
2761,BAL,2022-07-17,@,TBR,L 5-7,39,36,5,10,5,3,0,2,5,0,0,2,7,.278,.333,.528,.861,19,1,1,0,0,0
2762,ARI,2022-07-17,@,SDP,W 3-1,40,34,3,6,5,0,0,1,3,1,0,6,11,.176,.300,.265,.565,9,0,0,0,0,0
2763,MIL,2022-07-17,@,SFG,L 5-9,36,34,5,9,6,1,0,2,5,0,0,2,9,.265,.306,.471,.776,16,2,0,0,0,0
2764,ATL,2022-07-17,@,WSN,L 3-7,37,33,3,6,4,2,0,0,3,0,0,2,8,.182,.243,.242,.486,8,0,1,0,1,0
2765,TBR,2022-07-17,,BAL,W 7-5,36,33,7,10,3,4,0,3,7,0,0,2,14,.303,.361,.697,1.058,23,0,1,0,0,0
2766,NYY,2022-07-17,,BOS,W 13-2,47,37,13,14,10,2,0,2,13,2,0,6,6,.378,.489,.595,1.084,22,1,3,0,1,0
2767,MIN,2022-07-17,,CHW,L 0-11,32,29,0,1,1,0,0,0,0,0,1,3,9,.034,.125,.034,.159,1,0,0,0,0,0
2768,OAK,2022-07-17,@,HOU,W 4-3,37,34,4,8,6,1,0,1,4,0,0,1,9,.235,.270,.353,.623,12,0,1,0,1,0
2769,TEX,2022-07-21,@,MIA,W 8-0,43,38,8,11,6,4,0,1,8,0,0,4,12,.289,.372,.474,.846,18,0,1,0,0,0
2770,SFG,2022-07-21,@,LAD,L 6-9,40,33,6,6,3,1,0,2,6,0,0,6,7,.182,.325,.394,.719,13,0,1,0,0,1
2771,LAD,2022-07-21,,SFG,W 9-6,38,34,9,10,2,5,1,2,9,1,0,4,9,.294,.368,.676,1.045,23,0,0,0,0,1
2772,MIA,2022-07-21,,TEX,L 0-8,36,33,0,7,7,0,0,0,0,1,0,3,7,.212,.278,.212,.490,7,1,0,0,0,0
2773,OAK,2022-07-21 (1),,DET,L 2-7,35,31,2,5,3,1,0,1,2,0,0,3,13,.161,.229,.290,.519,9,0,0,0,1,0
2774,NYY,2022-07-21 (1),@,HOU,L 2-3,37,31,2,5,4,0,0,1,2,0,0,5,6,.161,.297,.258,.555,8,0,1,0,0,0
2775,HOU,2022-07-21 (1),,NYY,W 3-2,36,34,3,10,8,2,0,0,3,0,0,2,10,.294,.333,.353,.686,12,2,0,0,0,1
2776,DET,2022-07-21 (1),@,OAK,W 7-2,42,37,7,10,6,3,0,1,7,1,0,4,9,.270,.333,.432,.766,16,0,0,0,1,0
2777,HOU,2022-07-21 (2),,NYY,W 7-5,36,32,7,7,2,2,0,3,7,1,0,1,5,.219,.286,.563,.848,18,0,2,0,0,0
2778,DET,2022-07-21 (2),@,OAK,L 0-5,33,30,0,5,4,1,0,0,0,0,1,2,12,.167,.242,.200,.442,6,1,1,0,0,0
2779,OAK,2022-07-21 (2),,DET,W 5-0,35,32,5,10,9,0,0,1,5,0,0,2,7,.313,.343,.406,.749,13,0,0,0,1,0
2780,NYY,2022-07-21 (2),@,HOU,L 5-7,39,34,5,8,6,0,0,2,5,0,0,3,10,.235,.333,.412,.745,14,1,2,0,0,0
2781,LAA,2022-07-22,@,ATL,L 1-8,36,30,1,5,3,1,0,1,1,0,0,3,13,.167,.286,.300,.586,9,1,2,1,0,0
2782,NYY,2022-07-22,@,BAL,W 7-6,37,34,7,9,3,3,0,3,7,0,2,3,12,.265,.324,.618,.942,21,0,0,0,0,0
2783,TOR,2022-07-22,@,BOS,W 28-5,63,57,28,29,19,5,0,5,28,0,0,5,9,.509,.556,.860,1.415,49,0,1,0,0,0
2784,CLE,2022-07-22,@,CHW,W 8-2,44,41,8,15,11,3,0,1,8,1,0,2,5,.366,.386,.512,.899,21,0,0,0,1,0
2785,CHW,2022-07-22,,CLE,L 2-8,37,33,2,7,6,1,0,0,2,1,0,2,9,.212,.297,.242,.540,8,1,2,0,0,0
2786,SEA,2022-07-22,,HOU,L 2-5,38,33,2,7,4,2,0,1,2,0,0,5,5,.212,.316,.364,.679,12,1,0,0,0,0
2787,TBR,2022-07-22,@,KCR,W 7-3,43,34,7,8,6,2,0,0,7,0,0,8,7,.235,.395,.294,.689,10,1,1,0,0,0
2788,BAL,2022-07-22,,NYY,L 6-7,40,35,6,9,5,3,0,1,6,0,0,5,9,.257,.350,.429,.779,15,1,0,0,0,0
2789,TEX,2022-07-22,@,OAK,L 4-5,37,34,4,7,6,0,0,1,4,0,0,2,10,.206,.270,.294,.564,10,0,1,0,0,0
2790,HOU,2022-07-22,@,SEA,W 5-2,37,35,5,10,5,2,0,3,5,1,0,1,4,.286,.297,.600,.897,21,1,0,0,1,0
2791,KCR,2022-07-22,,TBR,L 3-7,39,37,3,12,10,2,0,0,3,2,0,1,6,.324,.333,.378,.712,14,1,0,0,1,0
2792,MIA,2022-07-22,@,PIT,W 8-1,40,38,8,13,8,4,0,1,7,0,0,2,3,.342,.375,.526,.901,20,1,0,0,0,0
2793,NYM,2022-07-22,,SDP,L 1-4,34,32,1,4,3,1,0,0,1,0,0,1,9,.125,.176,.156,.333,5,0,1,0,0,0
2794,LAD,2022-07-22,,SFG,W 5-1,37,31,5,8,7,0,0,1,5,0,1,5,4,.258,.378,.355,.733,11,1,1,0,0,0
2795,CIN,2022-07-22,,STL,W 9-5,35,30,9,7,2,1,1,3,9,0,0,4,6,.233,.314,.633,.948,19,0,0,0,1,0
2796,ARI,2022-07-22,,WSN,W 10-1,40,35,10,12,8,1,1,2,10,0,0,3,9,.343,.375,.600,.975,21,0,0,0,2,0
2797,OAK,2022-07-22,,TEX,W 5-4,38,33,5,9,5,2,0,2,5,0,0,5,6,.273,.368,.515,.884,17,0,0,0,0,0
2798,BOS,2022-07-22,,TOR,L 5-28,37,37,5,10,4,2,0,4,5,0,0,0,16,.270,.270,.649,.919,24,0,0,0,0,0
2799,ATL,2022-07-22,,LAA,W 8-1,35,32,8,8,4,1,0,3,7,0,0,2,14,.250,.314,.563,.877,18,0,1,0,0,0
2800,WSN,2022-07-22,@,ARI,L 1-10,32,31,1,3,2,1,0,0,1,0,0,1,9,.097,.125,.129,.254,4,0,0,0,0,0
2801,PHI,2022-07-22,,CHC,L 2-15,39,33,2,6,3,1,0,2,2,0,0,6,4,.182,.308,.394,.702,13,0,0,0,0,0
2802,STL,2022-07-22,@,CIN,L 5-9,41,37,5,10,7,2,0,1,5,0,0,4,14,.270,.341,.405,.747,15,0,0,0,0,0
2803,MIL,2022-07-22,,COL,W 6-5 (13),52,44,6,11,5,3,0,3,6,0,0,6,9,.250,.353,.523,.876,23,2,1,1,0,3
2804,PIT,2022-07-22,,MIA,L 1-8,30,29,1,2,1,0,0,1,1,0,0,1,11,.069,.100,.172,.272,5,0,0,0,0,0
2805,SFG,2022-07-22,@,LAD,L 1-5,37,34,1,7,6,1,0,0,1,0,0,3,7,.206,.270,.235,.506,8,0,0,0,0,0
2806,COL,2022-07-22,@,MIL,L 5-6 (13),52,46,5,9,6,2,0,1,5,0,0,4,15,.196,.269,.304,.574,14,0,1,0,1,0
2807,SDP,2022-07-22,@,NYM,W 4-1,39,32,4,8,3,2,1,2,3,0,0,4,9,.250,.351,.563,.914,18,2,1,2,0,0
2808,CHC,2022-07-22,@,PHI,W 15-2,50,43,15,19,10,5,0,4,14,0,0,6,4,.442,.520,.837,1.357,36,3,1,0,0,0
2809,MIL,2022-07-23,,COL,W 9-4,38,35,9,12,10,1,0,1,8,0,0,3,7,.343,.395,.457,.852,16,2,0,0,0,0
2810,PIT,2022-07-23,,MIA,W 1-0,35,31,1,9,8,1,0,0,1,0,0,4,5,.290,.371,.323,.694,10,1,0,0,0,0
2811,SFG,2022-07-23,@,LAD,L 2-4,37,32,2,5,4,1,0,0,2,0,0,5,9,.156,.270,.188,.458,6,1,0,0,0,0
2812,COL,2022-07-23,@,MIL,L 4-9,36,34,4,7,4,1,0,2,4,0,0,1,10,.206,.250,.412,.662,14,1,1,0,0,0
2813,SDP,2022-07-23,@,NYM,W 2-1,33,32,2,4,3,0,0,1,2,0,0,0,15,.125,.152,.219,.370,7,0,1,0,0,0
2814,CHC,2022-07-23,@,PHI,W 6-2 (10),40,37,6,7,2,4,0,1,5,2,0,1,11,.189,.250,.378,.628,14,1,2,0,0,0
2815,MIA,2022-07-23,@,PIT,L 0-1,33,30,0,5,5,0,0,0,0,0,1,1,8,.167,.242,.167,.409,5,3,2,0,0,0
2816,NYM,2022-07-23,,SDP,L 1-2,36,32,1,8,7,1,0,0,1,0,0,3,10,.250,.314,.281,.596,9,2,0,1,0,0
2817,LAD,2022-07-23,,SFG,W 4-2,35,31,4,7,2,1,1,3,4,0,0,3,9,.226,.314,.613,.927,19,0,1,0,0,0
2818,CIN,2022-07-23,,STL,L 3-6,38,34,3,6,4,1,0,1,3,0,0,2,13,.176,.263,.294,.557,10,0,2,0,0,0
2819,ARI,2022-07-23,,WSN,W 7-2,36,32,7,10,7,2,0,1,7,2,0,3,7,.313,.361,.469,.830,15,1,0,0,1,0
2820,LAA,2022-07-23,@,ATL,L 2-7,35,35,2,8,4,3,0,1,2,0,0,0,12,.229,.229,.400,.629,14,0,0,0,0,0
2821,NYY,2022-07-23,@,BAL,L 3-6,41,38,3,11,7,3,0,1,3,1,0,3,6,.289,.341,.447,.789,17,1,0,0,0,0
2822,TOR,2022-07-23,@,BOS,W 4-1,35,30,4,7,5,2,0,0,4,2,1,4,8,.233,.314,.300,.614,9,2,0,0,1,0
2823,MIN,2022-07-23,@,DET,W 8-4,40,37,8,11,10,0,0,1,7,0,1,1,5,.297,.300,.378,.678,14,0,0,0,2,0
2824,SEA,2022-07-23,,HOU,L 1-3,33,30,1,4,3,0,0,1,1,1,0,2,10,.133,.212,.233,.445,7,1,1,0,0,0
2825,TBR,2022-07-23,@,KCR,L 3-6,35,33,3,8,7,0,1,0,3,0,0,2,13,.242,.286,.303,.589,10,2,0,0,0,0
2826,DET,2022-07-23,,MIN,L 4-8,37,33,4,6,5,0,1,0,3,0,0,4,8,.182,.270,.242,.513,8,1,0,0,0,0
2827,BAL,2022-07-23,,NYY,W 6-3,36,31,6,10,6,3,0,1,6,2,1,4,8,.323,.389,.516,.905,16,1,0,0,1,0
2828,TEX,2022-07-23,@,OAK,L 1-3,37,33,1,7,3,4,0,0,1,0,1,3,8,.212,.297,.333,.631,11,1,1,0,0,0
2829,HOU,2022-07-23,@,SEA,W 3-1,36,32,3,7,4,3,0,0,2,0,0,2,10,.219,.286,.313,.598,10,0,1,1,0,0
2830,KCR,2022-07-23,,TBR,W 6-3,39,34,6,13,8,3,0,2,6,2,2,5,5,.382,.462,.647,1.109,22,0,0,0,0,0
2831,OAK,2022-07-23,,TEX,W 3-1,34,28,3,6,4,2,0,0,2,0,1,4,6,.214,.294,.286,.580,8,1,0,0,2,0
2832,BOS,2022-07-23,,TOR,L 1-4,36,33,1,7,6,0,0,1,1,0,0,2,11,.212,.278,.303,.581,10,1,1,0,0,0
2833,ATL,2022-07-23,,LAA,W 7-2,37,34,7,11,8,2,0,1,7,0,0,3,6,.324,.378,.471,.849,16,1,0,0,0,0
2834,WSN,2022-07-23,@,ARI,L 2-7,32,30,2,4,3,0,0,1,2,1,0,0,11,.133,.188,.233,.421,7,1,2,0,0,0
2835,PHI,2022-07-23,,CHC,L 2-6 (10),36,33,2,6,4,2,0,0,2,0,0,3,10,.182,.250,.242,.492,8,2,0,0,0,0
2836,STL,2022-07-23,@,CIN,W 6-3,46,40,6,13,5,6,0,2,6,1,0,4,6,.325,.413,.625,1.038,25,0,2,0,0,2
2837,CLE,2022-07-23 (1),@,CHW,W 7-4,40,35,7,12,10,2,0,0,7,1,0,1,2,.343,.359,.400,.759,14,2,1,1,2,0
2838,CHW,2022-07-23 (1),,CLE,L 4-7,40,37,4,11,9,2,0,0,4,0,0,2,7,.297,.333,.351,.685,13,0,0,1,0,0
2839,CLE,2022-07-23 (2),@,CHW,L 4-5,37,34,4,8,4,2,2,0,4,0,0,2,9,.235,.278,.412,.690,14,0,0,1,0,0
2840,CHW,2022-07-23 (2),,CLE,W 5-4,35,30,5,8,5,2,0,1,5,0,0,5,4,.267,.371,.433,.805,13,2,0,0,0,0
2841,LAA,2022-07-24,@,ATL,W 9-1,45,39,9,13,10,1,1,1,8,0,0,5,9,.333,.400,.487,.887,19,0,0,0,1,0
2842,NYY,2022-07-24,@,BAL,W 6-0,43,39,6,13,10,2,0,1,6,1,0,3,8,.333,.395,.462,.857,18,0,1,0,0,0
2843,TOR,2022-07-24,@,BOS,W 8-4,46,42,8,15,10,4,1,0,8,2,0,4,7,.357,.413,.500,.913,21,2,0,0,0,0
2844,CLE,2022-07-24,@,CHW,L 3-6,40,37,3,11,7,2,0,2,3,0,0,3,9,.297,.350,.514,.864,19,1,0,0,0,0
2845,CHW,2022-07-24,,CLE,W 6-3,33,32,6,8,4,1,0,3,6,0,0,1,5,.250,.273,.563,.835,18,0,0,0,0,0
2846,MIN,2022-07-24,@,DET,W 9-1,44,39,9,12,8,4,0,0,9,0,0,2,6,.308,.386,.410,.797,16,2,3,0,0,0
2847,OAK,2022-07-24,,TEX,L 8-11,43,39,8,12,6,2,0,4,8,0,0,4,7,.308,.372,.667,1.039,26,0,0,0,0,0
2848,BOS,2022-07-24,,TOR,L 4-8,37,34,4,9,6,1,1,1,4,1,1,3,9,.265,.324,.441,.766,15,1,0,0,0,0
2849,ATL,2022-07-24,,LAA,L 1-9,38,33,1,6,6,0,0,0,1,0,0,5,9,.182,.289,.182,.471,6,0,0,0,0,0
2850,WSN,2022-07-24,@,ARI,W 4-3,41,31,4,9,5,4,0,0,3,0,2,8,5,.290,.436,.419,.855,13,1,0,2,0,0
2851,PHI,2022-07-24,,CHC,L 3-4,36,35,3,9,7,1,0,1,3,0,0,1,7,.257,.278,.371,.649,13,1,0,0,0,0
2852,STL,2022-07-24,@,CIN,L 3-6,33,29,3,3,1,0,0,2,3,0,0,4,5,.103,.212,.310,.522,9,1,0,0,0,0
2853,MIL,2022-07-24,,COL,W 10-9,41,35,10,12,5,4,1,2,10,0,0,4,9,.343,.415,.686,1.100,24,1,1,0,1,0
2854,PIT,2022-07-24,,MIA,L 5-6 (10),42,36,5,6,5,0,0,1,5,1,0,4,18,.167,.262,.250,.512,9,0,1,0,1,0
2855,SFG,2022-07-24,@,LAD,L 4-7,37,35,4,7,3,3,0,1,4,1,0,2,14,.200,.243,.371,.615,13,0,0,0,0,0
2856,COL,2022-07-24,@,MIL,L 9-10,47,38,9,13,9,2,1,1,9,0,0,7,10,.342,.457,.526,.983,20,0,1,1,0,0
2857,SDP,2022-07-24,@,NYM,L 5-8,43,37,5,13,11,2,0,0,5,0,1,6,4,.351,.442,.405,.847,15,2,0,0,0,0
2858,CHC,2022-07-24,@,PHI,W 4-3,37,33,4,7,3,1,0,3,4,0,1,3,7,.212,.297,.515,.812,17,0,1,0,0,0
2859,MIA,2022-07-24,@,PIT,W 6-5 (10),40,38,6,11,9,1,0,1,6,2,0,0,12,.289,.308,.395,.702,15,2,1,1,0,0
2860,NYM,2022-07-24,,SDP,W 8-5,39,35,8,12,7,4,0,1,7,0,0,3,6,.343,.410,.543,.953,19,1,1,0,0,0
2861,LAD,2022-07-24,,SFG,W 7-4,39,35,7,12,7,5,0,0,7,0,1,3,6,.343,.410,.486,.896,17,0,1,0,0,0
2862,CIN,2022-07-24,,STL,W 6-3,33,29,6,7,6,0,0,1,5,0,1,3,6,.241,.303,.345,.648,10,0,0,0,1,0
2863,ARI,2022-07-24,,WSN,L 3-4,43,34,3,10,8,2,0,0,3,1,0,6,4,.294,.405,.353,.758,12,2,1,1,1,0
2864,SEA,2022-07-24,,HOU,L 5-8,39,35,5,9,6,1,1,1,5,0,0,3,10,.257,.333,.429,.762,15,1,1,0,0,0
2865,TBR,2022-07-24,@,KCR,L 2-4,33,29,2,5,2,2,0,1,2,0,0,3,6,.172,.242,.345,.587,10,2,0,0,1,0
2866,DET,2022-07-24,,MIN,L 1-9,32,30,1,3,1,2,0,0,1,0,0,1,7,.100,.156,.167,.323,5,0,1,0,0,0
2867,BAL,2022-07-24,,NYY,L 0-6,37,35,0,8,7,1,0,0,0,0,0,2,10,.229,.270,.257,.527,9,0,0,0,0,0
2868,TEX,2022-07-24,@,OAK,W 11-8,48,42,11,16,9,5,0,2,11,2,0,3,8,.381,.438,.643,1.080,27,0,2,0,1,0
2869,HOU,2022-07-24,@,SEA,W 8-5,40,37,8,12,7,3,0,2,8,0,0,3,7,.324,.375,.568,.943,21,2,0,0,0,0
2870,KCR,2022-07-24,,TBR,W 4-2,37,36,4,14,10,3,1,0,4,1,0,0,6,.389,.378,.528,.906,19,1,0,0,1,0
2871,OAK,2022-07-25,,HOU,W 7-5,33,32,7,10,5,3,0,2,7,1,0,1,6,.313,.333,.594,.927,19,2,0,0,0,0
