Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
1347,CHW,2023-05-20,,KCR,W 5-1,32,28,5,6,4,2,0,0,5,0,0,3,9,.214,.290,.286,.576,8,2,0,0,0,0
1348,TOR,2023-05-20,,BAL,L 5-6 (10),43,40,5,11,7,2,0,2,5,4,0,3,14,.275,.326,.475,.801,19,0,0,0,0,0
1349,NYY,2023-05-20,@,CIN,W 7-4 (10),42,41,7,13,9,2,0,2,7,1,0,1,9,.317,.333,.512,.846,21,1,0,0,0,0
1350,TBR,2023-05-20,,MIL,W 8-4,38,33,8,10,6,1,0,3,8,0,0,5,6,.303,.395,.606,1.001,20,1,0,0,0,0
1351,BAL,2023-05-20,@,TOR,W 6-5 (10),44,39,6,11,8,0,1,2,6,0,0,3,9,.282,.349,.487,.836,19,2,1,1,0,0
1352,SEA,2023-05-20,@,ATL,W 7-3,42,34,7,9,8,0,0,1,7,1,0,5,14,.265,.357,.353,.710,12,1,1,0,2,0
1353,HOU,2023-05-20,,OAK,W 3-2,33,30,3,7,4,2,0,1,3,1,0,2,8,.233,.273,.400,.673,12,0,0,0,1,0
1354,PIT,2023-05-20,,ARI,L 3-4,36,33,3,7,5,1,1,0,3,0,1,3,7,.212,.278,.303,.581,10,0,0,0,0,0
1355,ATL,2023-05-20,,SEA,L 3-7,35,33,3,8,6,1,0,1,3,0,0,1,13,.242,.257,.364,.621,12,1,0,0,1,0
1356,SDP,2023-05-20,,BOS,L 2-4,34,30,2,3,0,1,0,2,2,1,0,3,8,.100,.206,.333,.539,10,0,1,0,0,0
1357,COL,2023-05-20,@,TEX,L 5-11,42,38,5,13,10,3,0,0,5,0,0,3,8,.342,.381,.421,.802,16,1,0,0,1,0
1358,CIN,2023-05-20,,NYY,L 4-7 (10),40,34,4,5,3,1,0,1,4,0,1,6,14,.147,.275,.265,.540,9,0,0,0,0,0
1359,WSN,2023-05-20,,DET,W 5-2,32,32,5,9,4,4,0,1,5,0,0,0,5,.281,.281,.500,.781,16,0,0,0,0,0
1360,DET,2023-05-20,@,WSN,L 2-5,34,33,2,6,5,0,0,1,2,0,0,1,6,.182,.206,.273,.479,9,1,0,0,0,0
1361,LAA,2023-05-20,,MIN,L 2-6,37,35,2,8,5,2,0,1,2,0,0,1,10,.229,.270,.371,.642,13,0,1,0,0,0
1362,PHI,2023-05-20,,CHC,W 12-3,44,35,12,13,8,2,1,2,11,0,0,7,8,.371,.455,.657,1.112,23,1,0,0,2,0
1363,LAD,2023-05-20,@,STL,L 5-6,37,35,5,9,4,4,0,1,5,0,0,0,5,.257,.270,.457,.727,16,0,1,0,1,0
1364,CHC,2023-05-20,@,PHI,L 3-12,33,32,3,6,3,1,0,2,3,0,0,1,13,.188,.212,.406,.618,13,1,0,0,0,0
1365,ARI,2023-05-20,@,PIT,W 4-3,36,35,4,8,6,0,0,2,4,3,0,0,12,.229,.250,.400,.650,14,0,1,0,0,0
1366,MIL,2023-05-20,@,TBR,L 4-8,34,32,4,6,3,1,0,2,4,0,1,2,10,.188,.235,.406,.642,13,0,0,0,0,0
1367,SFG,2023-05-20,,MIA,L 0-1,31,29,0,3,3,0,0,0,0,1,0,1,10,.103,.133,.103,.237,3,1,0,0,0,0
1368,MIA,2023-05-20,@,SFG,W 1-0,35,31,1,5,5,0,0,0,1,2,0,3,11,.161,.235,.161,.397,5,2,0,1,0,1
1369,STL,2023-05-20,,LAD,W 6-5,33,29,6,8,5,2,0,1,6,2,1,2,7,.276,.333,.448,.782,13,1,1,0,1,1
1370,MIN,2023-05-20,@,LAA,W 6-2,44,37,6,12,7,3,1,1,5,0,0,6,7,.324,.419,.541,.959,20,1,0,1,0,1
1371,BOS,2023-05-20,@,SDP,W 4-2,38,35,4,7,3,3,0,1,4,3,0,2,9,.200,.263,.371,.635,13,0,1,0,0,0
1372,KCR,2023-05-20,@,CHW,L 1-5,34,32,1,7,4,2,0,1,1,0,1,2,8,.219,.265,.375,.640,12,0,0,0,0,0
1373,TEX,2023-05-20,,COL,W 11-5,42,37,11,15,10,3,0,2,10,0,0,4,3,.405,.452,.649,1.101,24,2,0,0,1,0
1374,OAK,2023-05-20,@,HOU,L 2-3,34,32,2,7,6,1,0,0,2,2,0,1,11,.219,.235,.250,.485,8,0,0,0,1,0
1375,MIN,2023-05-21,@,LAA,L 2-4,36,31,2,7,5,1,0,1,2,0,0,4,13,.226,.333,.355,.688,11,3,1,0,0,0
1376,BOS,2023-05-21,@,SDP,L 0-7,35,32,0,7,7,0,0,0,0,0,0,3,9,.219,.286,.219,.504,7,2,0,0,0,0
1377,KCR,2023-05-21,@,CHW,L 2-5,34,31,2,4,3,0,0,1,2,0,0,3,10,.129,.206,.226,.432,7,0,0,0,0,0
1378,TEX,2023-05-21,,COL,W 13-3,42,36,13,13,5,5,0,3,13,0,0,5,8,.361,.429,.750,1.179,27,0,0,0,1,0
1379,OAK,2023-05-21,@,HOU,L 0-2,30,30,0,4,3,1,0,0,0,1,0,0,7,.133,.133,.167,.300,5,1,0,0,0,0
1380,DET,2023-05-21,@,WSN,L 4-6,42,33,4,6,5,0,0,1,4,1,0,8,7,.182,.357,.273,.630,9,1,1,0,0,0
1381,LAA,2023-05-21,,MIN,W 4-2,36,32,4,9,6,3,0,0,4,2,0,3,11,.281,.333,.375,.708,12,0,0,0,1,1
1382,PHI,2023-05-21,,CHC,W 2-1,33,30,2,7,2,4,0,1,2,1,0,2,9,.233,.303,.467,.770,14,0,1,0,0,0
1383,LAD,2023-05-21,@,STL,L 5-10,38,29,5,6,5,1,0,0,4,0,0,5,11,.207,.316,.241,.557,7,1,1,0,3,0
1384,CHC,2023-05-21,@,PHI,L 1-2,35,28,1,3,2,0,0,1,1,1,0,6,8,.107,.286,.214,.500,6,0,1,0,0,0
1385,CHW,2023-05-21,,KCR,W 5-2,33,30,5,9,7,0,1,1,5,1,0,1,5,.300,.313,.467,.779,14,1,0,1,1,0
1386,TOR,2023-05-21,,BAL,L 3-8 (11),46,39,3,12,9,2,0,1,3,1,2,6,12,.308,.391,.436,.827,17,2,0,0,1,1
1387,NYY,2023-05-21,@,CIN,W 4-1,34,31,4,6,2,1,1,2,4,1,1,3,11,.194,.265,.484,.749,15,1,0,0,0,0
1388,TBR,2023-05-21,,MIL,L 4-6,40,33,4,7,4,2,0,1,4,3,0,5,5,.212,.350,.364,.714,12,0,2,0,0,0
1389,BAL,2023-05-21,@,TOR,W 8-3 (11),48,45,8,13,9,4,0,0,8,1,1,3,8,.289,.333,.378,.711,17,1,0,0,0,1
1390,SEA,2023-05-21,@,ATL,L 2-3,32,30,2,3,1,0,0,2,2,3,0,1,12,.100,.156,.300,.456,9,0,1,0,0,0
1391,HOU,2023-05-21,,OAK,W 2-0,34,26,2,5,3,2,0,0,1,1,0,8,7,.192,.382,.269,.652,7,2,0,0,0,0
1392,ARI,2023-05-21,@,PIT,W 8-3,41,33,8,9,6,2,0,1,6,2,0,5,5,.273,.385,.424,.809,14,2,1,2,0,0
1393,PIT,2023-05-21,,ARI,L 3-8,34,30,3,3,2,1,0,0,2,0,0,4,7,.100,.206,.133,.339,4,0,0,0,0,0
1394,ATL,2023-05-21,,SEA,W 3-2,32,31,3,7,5,1,0,1,3,0,0,1,7,.226,.250,.355,.605,11,0,0,0,0,0
1395,SDP,2023-05-21,,BOS,W 7-0,34,31,7,6,2,3,0,1,7,0,0,3,7,.194,.265,.387,.652,12,0,0,0,0,0
1396,COL,2023-05-21,@,TEX,L 3-13,38,35,3,9,7,2,0,0,1,0,0,3,9,.257,.316,.314,.630,11,1,0,0,0,0
1397,CIN,2023-05-21,,NYY,L 1-4,34,32,1,6,5,1,0,0,1,1,0,2,8,.188,.235,.219,.454,7,0,0,0,0,0
1398,WSN,2023-05-21,,DET,W 6-4,41,41,6,18,14,2,0,2,6,0,0,0,7,.439,.439,.634,1.073,26,1,0,0,0,0
1399,MIL,2023-05-21,@,TBR,W 6-4,40,35,6,10,4,3,0,3,6,1,0,4,6,.286,.375,.629,1.004,22,2,1,0,0,1
1400,SFG,2023-05-21,,MIA,W 7-5,35,32,7,9,4,3,0,2,7,2,0,2,10,.281,.324,.563,.886,18,0,0,1,0,0
1401,SEA,2023-05-21,@,ATL,L 2-3,32,30,2,3,1,0,0,2,2,3,0,1,12,.100,.156,.300,.456,9,0,1,0,0,0
1402,TBR,2023-05-21,,MIL,L 4-6,40,33,4,7,4,2,0,1,4,3,0,5,5,.212,.350,.364,.714,12,0,2,0,0,0
1403,NYM,2023-05-21 (1),,CLE,W 5-4,37,31,5,11,9,0,0,2,5,2,0,5,7,.355,.432,.548,.981,17,0,0,0,1,0
1404,CLE,2023-05-21 (1),@,NYM,L 4-5,35,34,4,8,5,2,0,1,4,0,0,1,5,.235,.257,.382,.639,13,0,0,0,0,0
1405,CLE,2023-05-21 (2),@,NYM,L 1-2,30,29,1,3,2,0,0,1,1,0,0,0,5,.103,.133,.207,.340,6,1,1,0,0,0
1406,NYM,2023-05-21 (2),,CLE,W 2-1,31,28,2,7,6,0,0,1,2,0,0,2,4,.250,.290,.357,.647,10,1,0,0,1,0
1407,COL,2023-05-22,,MIA,W 5-3,33,31,5,7,2,4,0,1,5,1,0,2,9,.226,.273,.452,.724,14,0,0,0,0,0
1408,MIA,2023-05-22,@,COL,L 3-5,40,35,3,11,10,1,0,0,3,0,0,3,4,.314,.385,.343,.727,12,2,1,1,0,0
1409,LAD,2023-05-22,@,ATL,W 8-6,41,38,8,12,6,2,1,3,8,0,1,3,10,.316,.366,.658,1.024,25,0,0,0,0,0
1410,MIL,2023-05-22,,HOU,L 2-12,35,33,2,6,4,1,0,1,2,0,0,2,9,.182,.229,.303,.532,10,0,0,0,0,0
1411,PHI,2023-05-22,,ARI,L 3-6,38,33,3,6,4,0,0,2,3,1,0,5,12,.182,.289,.364,.653,12,0,0,0,0,1
1412,PIT,2023-05-22,,TEX,W 6-4,38,33,6,11,8,2,0,1,6,3,1,5,8,.333,.421,.485,.906,16,0,0,0,0,0
1413,LAA,2023-05-22,,BOS,W 2-1,32,28,2,5,3,1,0,1,2,0,0,3,11,.179,.281,.321,.603,9,1,1,0,0,0
1414,BOS,2023-05-22,@,LAA,L 1-2,30,30,1,4,3,1,0,0,1,0,0,0,9,.133,.133,.167,.300,5,1,0,0,0,0
1415,CHW,2023-05-22,@,CLE,L 0-3,32,29,0,3,2,1,0,0,0,0,1,2,9,.103,.188,.138,.325,4,0,1,0,0,0
1416,CLE,2023-05-22,,CHW,W 3-0,30,26,3,4,2,1,0,1,2,1,1,4,2,.154,.267,.308,.574,8,0,0,0,0,0
1417,DET,2023-05-22,@,KCR,W 8-5 (10),50,40,8,11,9,1,0,1,8,0,0,10,12,.275,.420,.375,.795,15,0,0,0,0,0
1418,HOU,2023-05-22,@,MIL,W 12-2,48,41,12,15,8,1,1,5,12,0,0,5,7,.366,.458,.805,1.263,33,1,2,0,0,0
1419,TEX,2023-05-22,@,PIT,L 4-6,34,31,4,7,6,0,0,1,4,0,0,2,7,.226,.265,.323,.587,10,2,0,0,1,0
1420,TOR,2023-05-22,@,TBR,L 4-6,38,36,4,11,8,1,0,2,4,0,0,2,2,.306,.342,.500,.842,18,2,0,0,0,0
1421,ARI,2023-05-22,@,PHI,W 6-3,40,38,6,10,5,3,0,2,5,1,0,2,6,.263,.300,.500,.800,19,0,0,0,0,0
1422,ATL,2023-05-22,,LAD,L 6-8,38,33,6,9,5,3,0,1,6,1,0,5,6,.273,.368,.455,.823,15,3,0,0,0,0
1423,CIN,2023-05-22,,STL,W 6-5 (10),41,34,6,8,5,2,0,1,6,2,0,6,13,.235,.341,.382,.724,13,1,0,0,1,0
1424,KCR,2023-05-22,,DET,L 5-8 (10),39,34,5,5,1,0,1,3,5,0,0,5,9,.147,.256,.471,.727,16,1,0,0,0,0
1425,MIN,2023-05-22,,SFG,L 1-4,36,30,1,4,2,1,0,1,1,0,0,4,16,.133,.278,.267,.544,8,1,2,0,0,0
1426,OAK,2023-05-22,@,SEA,L 2-11,35,32,2,5,4,1,0,0,2,0,0,3,11,.156,.229,.188,.416,6,0,0,0,0,0
1427,SEA,2023-05-22,,OAK,W 11-2,43,37,11,13,9,2,0,2,11,0,0,5,8,.351,.442,.568,1.009,21,0,1,0,0,0
1428,TBR,2023-05-22,,TOR,W 6-4,33,31,6,7,2,1,1,3,5,1,1,2,8,.226,.273,.613,.886,19,0,0,0,0,0
1429,SFG,2023-05-22,@,MIN,W 4-1,38,33,4,5,1,3,0,1,4,0,0,5,10,.152,.263,.333,.596,11,0,0,0,0,0
1430,STL,2023-05-22,@,CIN,L 5-6 (10),46,37,5,7,3,3,0,1,5,1,0,9,14,.189,.348,.351,.699,13,0,0,0,0,0
1431,SDP,2023-05-23,@,WSN,W 7-4,44,35,7,12,7,1,0,4,7,2,0,8,10,.343,.455,.714,1.169,25,2,0,0,1,0
1432,SFG,2023-05-23,@,MIN,W 4-3,41,37,4,10,6,3,0,1,4,0,0,4,12,.270,.341,.432,.774,16,0,0,0,0,0
1433,STL,2023-05-23,@,CIN,W 8-5,39,35,8,12,7,2,1,2,8,2,1,2,8,.343,.385,.629,1.013,22,2,1,0,1,0
1434,WSN,2023-05-23,,SDP,L 4-7,36,35,4,9,6,1,0,2,4,0,0,1,7,.257,.278,.457,.735,16,1,0,0,0,0
1435,TEX,2023-05-23,@,PIT,W 6-1,37,35,6,9,5,2,1,1,4,0,0,2,12,.257,.297,.457,.754,16,0,0,0,0,0
1436,TOR,2023-05-23,@,TBR,W 20-1,54,52,20,27,19,3,1,4,18,2,0,1,9,.519,.519,.846,1.365,44,1,0,0,1,0
1437,ARI,2023-05-23,@,PHI,W 4-3,39,36,4,10,4,4,1,1,4,0,0,3,11,.278,.333,.528,.861,19,1,0,0,0,0
1438,ATL,2023-05-23,,LAD,L 1-8,34,32,1,5,3,2,0,0,1,1,0,2,11,.156,.206,.219,.425,7,0,0,0,0,0
1439,CHC,2023-05-23,,NYM,W 7-2,40,34,7,8,4,1,0,3,7,0,0,6,12,.235,.350,.529,.879,18,0,0,0,0,0
1440,CIN,2023-05-23,,STL,L 5-8,39,35,5,9,4,4,0,1,5,0,1,3,4,.257,.333,.457,.790,16,0,1,0,0,0
1441,COL,2023-05-23,,MIA,W 5-4,35,31,5,7,4,3,0,0,5,1,0,4,6,.226,.314,.323,.637,10,1,0,0,0,1
1442,MIA,2023-05-23,@,COL,L 4-5,40,38,4,11,8,1,0,2,4,0,0,2,6,.289,.325,.474,.799,18,0,0,0,0,0
1443,LAD,2023-05-23,@,ATL,W 8-1,42,37,8,9,5,2,0,2,8,0,0,5,11,.243,.333,.459,.793,17,1,0,0,0,1
1444,MIL,2023-05-23,,HOU,W 6-0,35,33,6,9,6,1,0,2,5,1,0,2,12,.273,.314,.485,.799,16,0,0,0,0,0
1445,NYM,2023-05-23,@,CHC,L 2-7,35,33,2,6,4,1,0,1,2,0,0,2,10,.182,.229,.303,.532,10,0,0,0,0,0
1446,PHI,2023-05-23,,ARI,L 3-4,35,32,3,6,3,3,0,0,3,0,1,2,4,.188,.257,.281,.538,9,0,1,0,0,0
1447,PIT,2023-05-23,,TEX,L 1-6,31,30,1,6,4,2,0,0,1,0,0,1,5,.200,.226,.267,.492,8,2,0,0,0,0
1448,LAA,2023-05-23,,BOS,W 4-0,34,33,4,9,3,3,0,3,4,0,0,1,8,.273,.294,.636,.930,21,0,0,0,0,0
1449,BAL,2023-05-23,@,NYY,L 5-6 (10),41,36,5,7,4,1,0,2,5,0,0,5,8,.194,.293,.389,.682,14,1,0,0,0,0
1450,BOS,2023-05-23,@,LAA,L 0-4,32,28,0,2,2,0,0,0,0,0,0,4,7,.071,.188,.071,.259,2,1,0,0,0,0
1451,CHW,2023-05-23,@,CLE,W 4-2,38,36,4,8,5,2,0,1,4,1,0,2,10,.222,.263,.361,.624,13,0,0,0,0,0
1452,CLE,2023-05-23,,CHW,L 2-4,35,32,2,7,3,2,1,1,2,0,0,3,5,.219,.286,.438,.723,14,1,0,0,0,0
1453,DET,2023-05-23,@,KCR,L 1-4,38,34,1,8,8,0,0,0,1,0,0,4,12,.235,.316,.235,.551,8,2,0,0,0,0
1454,HOU,2023-05-23,@,MIL,L 0-6,35,31,0,5,4,1,0,0,0,0,0,3,9,.161,.257,.194,.451,6,1,1,0,0,0
1455,KCR,2023-05-23,,DET,W 4-1,39,35,4,11,10,1,0,0,4,2,0,3,10,.314,.359,.343,.702,12,0,0,0,1,1
1456,MIN,2023-05-23,,SFG,L 3-4,34,32,3,6,4,0,0,2,3,1,0,1,11,.188,.235,.375,.610,12,2,1,0,0,0
1457,NYY,2023-05-23,,BAL,W 6-5 (10),43,37,6,11,7,2,0,2,6,0,0,4,9,.297,.349,.514,.862,19,1,0,0,2,1
1458,OAK,2023-05-23,@,SEA,L 2-3,31,30,2,5,5,0,0,0,2,1,0,1,9,.167,.194,.167,.360,5,2,0,0,0,0
1459,SEA,2023-05-23,,OAK,W 3-2,33,29,3,5,2,1,0,2,3,1,0,2,4,.172,.273,.414,.687,12,0,2,0,0,0
1460,TBR,2023-05-23,,TOR,L 1-20,34,30,1,6,3,2,0,1,1,0,0,3,5,.200,.294,.367,.661,11,2,1,0,0,0
1461,KCR,2023-05-24,,DET,L 4-6,40,35,4,9,6,3,0,0,4,1,0,2,11,.257,.325,.343,.668,12,0,2,0,1,0
1462,MIN,2023-05-24,,SFG,W 7-1,37,32,7,7,3,2,0,2,4,4,0,3,11,.219,.297,.469,.766,15,0,1,0,1,0
1463,NYY,2023-05-24,,BAL,L 6-9,39,33,6,6,2,0,1,3,6,0,0,5,13,.182,.308,.515,.823,17,0,1,0,0,0
1464,OAK,2023-05-24,@,SEA,L 1-6,35,33,1,7,6,1,0,0,1,1,0,1,9,.212,.257,.242,.500,8,1,1,0,0,0
1465,SEA,2023-05-24,,OAK,W 6-1,39,34,6,11,9,1,0,1,6,0,0,5,13,.324,.410,.441,.851,15,1,0,0,0,0
1466,TBR,2023-05-24,,TOR,W 7-3,39,34,7,12,9,0,1,2,7,2,0,3,9,.353,.421,.588,1.009,20,0,1,1,0,0
1467,COL,2023-05-24,,MIA,L 2-10,34,31,2,4,1,1,1,1,2,0,0,3,8,.129,.206,.323,.528,10,0,0,0,0,0
1468,MIA,2023-05-24,@,COL,W 10-2,41,35,10,14,7,4,1,2,9,2,0,3,6,.400,.439,.743,1.182,26,3,1,0,2,0
1469,LAD,2023-05-24,@,ATL,L 3-4,40,37,3,12,9,2,0,1,3,0,0,2,8,.324,.375,.459,.834,17,1,1,0,0,0
1470,MIL,2023-05-24,,HOU,W 4-0,29,28,4,5,1,1,0,3,4,0,0,1,5,.179,.207,.536,.743,15,1,0,0,0,0
1471,NYM,2023-05-24,@,CHC,L 2-4,30,28,2,4,3,0,0,1,2,1,0,2,4,.143,.200,.250,.450,7,2,0,0,0,0
1472,PHI,2023-05-24,,ARI,W 6-5 (10),43,38,6,11,10,0,0,1,6,0,0,5,8,.289,.372,.368,.741,14,0,0,0,0,1
1473,PIT,2023-05-24,,TEX,L 2-3,37,33,2,8,8,0,0,0,2,0,0,3,5,.242,.324,.242,.567,8,2,1,0,0,0
1474,SDP,2023-05-24,@,WSN,L 3-5,34,31,3,4,2,0,0,2,3,0,0,3,9,.129,.206,.323,.528,10,0,0,0,0,0
1475,SFG,2023-05-24,@,MIN,L 1-7,43,39,1,10,6,4,0,0,1,0,0,4,14,.256,.326,.359,.685,14,0,0,0,0,0
1476,STL,2023-05-24,@,CIN,L 3-10,39,35,3,8,5,1,0,2,3,0,0,4,9,.229,.308,.429,.736,15,0,0,0,0,0
1477,WSN,2023-05-24,,SDP,W 5-3,35,31,5,9,7,2,0,0,5,2,0,3,6,.290,.343,.355,.698,11,0,0,0,1,0
1478,TEX,2023-05-24,@,PIT,W 3-2,40,37,3,8,5,2,0,1,3,1,0,3,9,.216,.275,.351,.626,13,0,0,0,0,1
1479,TOR,2023-05-24,@,TBR,L 3-7,35,34,3,8,5,1,1,1,3,1,0,1,8,.235,.257,.412,.669,14,1,0,0,0,0
1480,ARI,2023-05-24,@,PHI,L 5-6 (10),42,35,5,6,2,3,0,1,5,1,1,7,11,.171,.310,.343,.652,12,0,0,0,0,0
1481,ATL,2023-05-24,,LAD,W 4-3,33,29,4,5,1,2,0,2,4,0,0,3,6,.172,.242,.448,.691,13,1,0,0,1,1
1482,CHC,2023-05-24,,NYM,W 4-2,38,32,4,8,5,2,0,1,4,0,0,6,10,.250,.368,.406,.775,13,0,0,0,0,0
1483,CIN,2023-05-24,,STL,W 10-3,44,40,10,18,13,4,0,1,10,2,0,3,6,.450,.477,.625,1.102,25,0,0,0,1,0
1484,LAA,2023-05-24,,BOS,W 7-3,35,30,7,7,2,2,0,3,7,0,0,4,8,.233,.314,.600,.914,18,0,0,0,1,0
1485,BAL,2023-05-24,@,NYY,W 9-6,39,35,9,10,7,1,0,2,9,0,0,3,8,.286,.333,.486,.819,17,0,0,0,1,0
1486,BOS,2023-05-24,@,LAA,L 3-7,38,33,3,8,5,2,0,1,3,0,1,5,4,.242,.342,.394,.736,13,1,0,0,0,0
1487,CHW,2023-05-24,@,CLE,W 6-0,34,29,6,4,3,1,0,0,5,1,0,3,8,.138,.206,.172,.378,5,0,0,0,2,0
1488,CLE,2023-05-24,,CHW,L 0-6,30,29,0,4,4,0,0,0,0,0,0,1,12,.138,.167,.138,.305,4,1,0,0,0,0
1489,DET,2023-05-24,@,KCR,W 6-4,40,36,6,10,5,3,0,2,6,0,0,4,9,.278,.350,.528,.878,19,1,0,0,0,0
1490,HOU,2023-05-24,@,MIL,L 0-4,33,32,0,4,3,1,0,0,0,0,0,1,6,.125,.152,.156,.308,5,0,0,0,0,0
1491,BAL,2023-05-25,@,NYY,W 3-1,38,34,3,7,5,2,0,0,3,1,0,4,7,.206,.289,.265,.554,9,2,0,0,0,0
1492,CHW,2023-05-25,@,DET,L 2-7,30,30,2,4,3,0,0,1,2,1,0,0,13,.133,.133,.233,.367,7,1,0,0,0,0
1493,DET,2023-05-25,,CHW,W 7-2,44,32,7,10,8,1,0,1,7,1,0,11,10,.313,.500,.438,.938,14,1,1,0,0,0
1494,SDP,2023-05-25,@,WSN,W 8-6,43,35,8,9,5,2,0,2,8,3,0,7,9,.257,.395,.486,.881,17,1,1,0,0,0
1495,SFG,2023-05-25,@,MIL,W 5-0,41,38,5,11,8,2,0,1,5,4,0,2,11,.289,.341,.421,.763,16,0,1,0,0,0
1496,STL,2023-05-25,@,CIN,W 2-1,36,32,2,6,3,3,0,0,1,2,1,3,9,.188,.278,.281,.559,9,0,1,0,0,1
1497,WSN,2023-05-25,,SDP,L 6-8,43,38,6,12,9,2,1,0,5,0,0,4,9,.316,.395,.421,.816,16,0,1,0,0,0
1498,NYY,2023-05-25,,BAL,L 1-3,33,28,1,3,2,1,0,0,1,1,0,5,6,.107,.242,.143,.385,4,2,0,0,0,0
1499,OAK,2023-05-25,@,SEA,L 2-3,30,30,2,3,1,1,0,1,2,0,0,0,8,.100,.100,.233,.333,7,0,0,0,0,0
1500,SEA,2023-05-25,,OAK,W 3-2,33,28,3,5,2,1,0,2,3,0,1,3,4,.179,.303,.429,.732,12,0,2,0,0,1
1501,TBR,2023-05-25,,TOR,W 6-3,36,30,6,5,3,1,1,0,5,7,0,6,11,.167,.306,.267,.572,8,0,0,0,0,0
1502,COL,2023-05-25,,MIA,W 7-6,42,33,7,13,10,2,0,1,7,2,1,9,7,.394,.524,.545,1.069,18,2,0,0,0,0
1503,MIA,2023-05-25,@,COL,L 6-7,44,38,6,12,7,1,2,2,6,0,0,5,10,.316,.409,.605,1.014,23,1,1,0,0,0
1504,MIL,2023-05-25,,SFG,L 0-5,32,30,0,4,1,3,0,0,0,0,1,2,13,.133,.188,.233,.421,7,0,0,0,0,1
1505,NYM,2023-05-25,@,CHC,W 10-1,46,40,10,15,12,1,1,1,9,3,0,4,10,.375,.435,.525,.960,21,1,1,0,1,0
1506,PHI,2023-05-25,@,ATL,L 5-8,38,36,5,11,7,2,0,2,5,0,0,1,8,.306,.342,.528,.870,19,1,1,0,0,0
1507,TOR,2023-05-25,@,TBR,L 3-6,39,33,3,8,8,0,0,0,3,0,0,5,1,.242,.333,.242,.576,8,2,0,0,1,0
1508,ATL,2023-05-25,,PHI,W 8-5,39,34,8,12,7,2,0,3,8,3,0,3,10,.353,.385,.676,1.061,23,0,0,0,2,0
1509,CHC,2023-05-25,,NYM,L 1-10,37,33,1,6,5,0,0,1,1,0,0,4,6,.182,.270,.273,.543,9,0,0,0,0,0
1510,CIN,2023-05-25,,STL,L 1-2,36,34,1,7,6,1,0,0,1,1,0,2,8,.206,.250,.235,.485,8,1,0,0,0,0
1511,TEX,2023-05-26,@,BAL,W 12-2,45,39,12,13,8,1,1,3,12,0,0,5,7,.333,.422,.641,1.063,25,2,1,0,0,0
1512,TOR,2023-05-26,@,MIN,W 3-1,35,34,3,8,3,2,1,2,3,0,0,1,6,.235,.257,.529,.787,18,1,0,0,0,0
1513,ARI,2023-05-26,,BOS,L 2-7,35,33,2,7,6,0,1,0,2,1,0,2,5,.212,.257,.273,.530,9,1,0,0,0,0
1514,ATL,2023-05-26,,PHI,L 4-6,37,34,4,11,7,2,0,2,4,0,1,2,2,.324,.351,.559,.910,19,1,0,0,1,0
1515,CHC,2023-05-26,,CIN,L 0-9,31,29,0,2,2,0,0,0,0,0,0,2,12,.069,.129,.069,.198,2,0,0,0,0,0
1516,CIN,2023-05-26,@,CHC,W 9-0,48,43,9,19,11,7,1,0,9,0,0,3,11,.442,.468,.651,1.119,28,1,0,1,1,0
1517,KCR,2023-05-26,,WSN,L 10-12,44,39,10,13,8,3,0,2,9,2,0,5,9,.333,.409,.564,.973,22,1,0,0,0,0
1518,MIN,2023-05-26,,TOR,L 1-3,41,32,1,5,4,1,0,0,1,0,0,9,12,.156,.341,.188,.529,6,0,0,0,0,0
1519,NYY,2023-05-26,,SDP,L 1-5,34,34,1,7,6,1,0,0,1,0,0,0,11,.206,.206,.235,.441,8,0,0,0,0,0
1520,OAK,2023-05-26,,HOU,L 2-5,33,32,2,5,4,0,0,1,2,1,0,1,15,.156,.182,.250,.432,8,0,0,0,0,0
1521,SEA,2023-05-26,,PIT,L 6-11,38,34,6,7,3,2,0,2,6,0,0,3,11,.206,.289,.441,.731,15,0,1,0,0,0
1522,TBR,2023-05-26,,LAD,W 9-3,38,34,9,13,7,4,0,2,9,4,0,2,3,.382,.421,.676,1.098,23,0,1,0,1,0
1523,LAA,2023-05-26,,MIA,L 2-6,37,35,2,10,7,2,0,1,2,1,0,2,10,.286,.324,.429,.753,15,2,0,0,0,0
1524,BAL,2023-05-26,,TEX,L 2-12,35,34,2,8,5,2,0,1,2,0,0,1,11,.235,.257,.382,.639,13,1,0,0,0,0
1525,BOS,2023-05-26,@,ARI,W 7-2,44,41,7,14,7,6,0,1,7,1,0,3,11,.341,.386,.561,.947,23,0,0,0,0,0
1526,CHW,2023-05-26,@,DET,W 12-3,47,43,12,17,11,2,3,1,12,0,0,3,5,.395,.435,.651,1.086,28,0,0,0,0,0
1527,CLE,2023-05-26,,STL,W 4-3,32,29,4,7,6,1,0,0,4,0,1,2,5,.241,.313,.276,.588,8,0,1,0,0,0
1528,DET,2023-05-26,,CHW,L 3-12,38,30,3,3,2,1,0,0,2,0,0,7,7,.100,.289,.133,.423,4,2,1,0,0,0
1529,HOU,2023-05-26,@,OAK,W 5-2,37,34,5,9,8,1,0,0,4,1,0,2,8,.265,.306,.294,.600,10,2,0,0,0,0
