Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
2709,TEX,2023-07-09,@,WSN,L 2-7,37,34,2,8,7,1,0,0,2,0,0,3,6,.235,.297,.265,.562,9,1,0,0,0,0
2710,TOR,2023-07-09,@,DET,W 4-3 (10),37,33,4,5,2,1,1,1,4,0,0,4,9,.152,.243,.333,.577,11,2,0,0,0,0
2711,ARI,2023-07-09,,PIT,L 2-4,34,29,2,4,1,2,0,1,1,2,0,3,6,.138,.219,.310,.529,9,1,0,2,0,0
2712,ATL,2023-07-09,@,TBR,L 4-10,35,35,4,9,7,1,0,1,3,0,0,0,10,.257,.257,.371,.629,13,1,0,0,0,0
2713,CHC,2023-07-09,@,NYY,W 7-4,39,32,7,6,4,1,0,1,6,2,0,5,11,.188,.289,.313,.602,10,1,0,1,1,0
2714,CIN,2023-07-09,@,MIL,L 0-1,33,30,0,4,2,2,0,0,0,0,0,3,14,.133,.212,.200,.412,6,1,0,0,0,0
2715,TEX,2023-07-14,,CLE,W 12-4,45,39,12,17,9,4,0,4,12,1,0,5,6,.436,.511,.846,1.357,33,0,1,0,0,0
2716,TOR,2023-07-14,,ARI,W 7-2,42,38,7,16,12,3,0,1,6,0,1,1,4,.421,.452,.579,1.031,22,1,2,0,1,0
2717,ARI,2023-07-14,@,TOR,L 2-7,35,33,2,9,6,2,0,1,1,0,1,2,11,.273,.314,.424,.739,14,0,0,0,0,0
2718,ATL,2023-07-14,,CHW,W 9-0,42,30,9,8,4,3,0,1,9,1,0,9,5,.267,.452,.467,.919,14,0,2,0,1,0
2719,CHC,2023-07-14,,BOS,L 3-8,37,35,3,9,5,2,0,2,3,1,0,2,10,.257,.297,.486,.783,17,0,0,0,0,0
2720,CIN,2023-07-14,,MIL,L 0-1,32,29,0,2,2,0,0,0,0,0,0,2,18,.069,.156,.069,.225,2,0,1,0,0,0
2721,SDP,2023-07-14,@,PHI,W 8-3,41,37,8,11,4,3,0,4,8,1,0,4,7,.297,.366,.703,1.069,26,2,0,0,0,0
2722,SFG,2023-07-14,@,PIT,W 6-4,41,37,6,10,7,3,0,0,5,3,1,3,5,.270,.341,.351,.693,13,0,1,0,0,0
2723,STL,2023-07-14,,WSN,L 5-7 (10),39,35,5,6,2,1,0,3,5,0,0,1,10,.171,.237,.457,.694,16,0,2,1,0,0
2724,WSN,2023-07-14,@,STL,W 7-5 (10),40,38,7,8,7,1,0,0,4,3,1,2,8,.211,.250,.237,.487,9,1,0,0,0,0
2725,MIN,2023-07-14,@,OAK,W 5-4,42,35,5,10,5,3,1,1,5,0,0,6,14,.286,.381,.514,.895,18,1,0,0,1,0
2726,NYY,2023-07-14,@,COL,L 2-7,35,34,2,8,6,1,0,1,2,0,0,1,7,.235,.257,.353,.610,12,1,0,0,0,0
2727,OAK,2023-07-14,,MIN,L 4-5,40,32,4,7,3,3,1,0,4,1,0,6,10,.219,.350,.375,.725,12,1,1,0,1,0
2728,SEA,2023-07-14,,DET,L 4-5,38,33,4,6,3,2,0,1,4,0,0,4,13,.182,.289,.333,.623,11,0,1,0,0,0
2729,LAA,2023-07-14,,HOU,L 5-7,40,37,5,12,10,1,0,1,5,1,0,2,9,.324,.359,.432,.791,16,1,0,1,0,0
2730,BAL,2023-07-14,,MIA,W 5-2,36,34,5,11,6,2,0,3,5,1,0,2,6,.324,.361,.647,1.008,22,1,0,0,0,0
2731,BOS,2023-07-14,@,CHC,W 8-3,41,39,8,13,6,1,0,6,8,1,0,1,10,.333,.341,.821,1.162,32,0,0,0,1,0
2732,CHW,2023-07-14,@,ATL,L 0-9,29,28,0,5,5,0,0,0,0,0,0,1,6,.179,.207,.179,.385,5,4,0,0,0,0
2733,CLE,2023-07-14,@,TEX,L 4-12,39,35,4,8,6,0,0,2,4,1,0,4,7,.229,.308,.400,.708,14,0,0,0,0,2
2734,DET,2023-07-14,@,SEA,W 5-4,37,34,5,6,3,0,0,3,5,2,0,3,9,.176,.243,.441,.684,15,0,0,0,0,0
2735,HOU,2023-07-14,@,LAA,W 7-5,44,36,7,10,8,2,0,0,6,1,0,6,10,.278,.395,.333,.729,12,0,1,1,0,1
2736,COL,2023-07-14,,NYY,W 7-2,34,31,7,7,3,1,0,3,7,1,0,3,10,.226,.294,.548,.843,17,0,0,0,0,0
2737,MIA,2023-07-14,@,BAL,L 2-5,35,32,2,5,3,1,0,1,2,0,0,2,11,.156,.229,.281,.510,9,1,1,0,0,0
2738,LAD,2023-07-14,@,NYM,W 6-0,41,32,6,7,4,2,0,1,6,0,1,9,11,.219,.390,.375,.765,12,0,0,0,0,0
2739,MIL,2023-07-14,@,CIN,W 1-0,33,30,1,6,4,2,0,0,1,1,0,3,6,.200,.273,.267,.539,8,2,0,0,0,0
2740,NYM,2023-07-14,,LAD,L 0-6,31,28,0,1,0,1,0,0,0,0,0,1,10,.036,.100,.071,.171,2,0,1,0,0,0
2741,PHI,2023-07-14,,SDP,L 3-8,39,34,3,7,3,3,0,1,2,0,0,5,12,.206,.308,.382,.690,13,1,0,0,0,0
2742,PIT,2023-07-14,,SFG,L 4-6,36,31,4,8,7,0,0,1,3,0,1,3,8,.258,.306,.355,.660,11,1,0,0,2,0
2743,COL,2023-07-15,,NYY,L 3-6,35,32,3,6,2,3,0,1,1,0,0,2,9,.188,.257,.375,.632,12,1,1,0,0,0
2744,MIA,2023-07-15,@,BAL,L 5-6,41,37,5,11,9,1,1,0,5,0,0,3,3,.297,.341,.378,.720,14,1,0,0,1,0
2745,LAD,2023-07-15,@,NYM,W 5-1,43,38,5,11,9,1,0,1,4,0,0,3,11,.289,.372,.395,.767,15,1,2,0,0,1
2746,MIL,2023-07-15,@,CIN,W 3-0,35,32,3,7,4,0,0,3,3,3,1,3,8,.219,.286,.500,.786,16,2,0,0,0,0
2747,NYM,2023-07-15,,LAD,L 1-5,30,27,1,3,2,0,0,1,1,0,0,3,8,.111,.200,.222,.422,6,3,0,0,0,0
2748,PIT,2023-07-15,,SFG,L 1-3,37,33,1,7,5,1,0,1,1,0,0,3,6,.212,.278,.333,.611,11,0,0,1,0,0
2749,HOU,2023-07-15,@,LAA,L 12-13 (10),49,44,12,16,12,2,0,2,12,0,1,4,9,.364,.408,.545,.954,24,0,0,0,1,1
2750,MIN,2023-07-15,@,OAK,W 10-7,44,35,10,11,6,2,1,2,9,2,0,7,10,.314,.442,.600,1.042,21,2,1,1,0,0
2751,NYY,2023-07-15,@,COL,W 6-3,38,34,6,8,4,2,1,1,6,0,0,3,7,.235,.289,.441,.731,15,0,0,0,1,0
2752,OAK,2023-07-15,,MIN,L 7-10,40,35,7,10,7,0,1,2,6,3,0,4,12,.286,.350,.514,.864,18,1,0,0,1,0
2753,SEA,2023-07-15,,DET,L 0-6,34,28,0,3,2,1,0,0,0,0,0,6,12,.107,.265,.143,.408,4,2,0,0,0,0
2754,TEX,2023-07-15,,CLE,W 2-0,32,26,2,5,4,1,0,0,2,1,0,5,9,.192,.313,.231,.543,6,1,0,0,1,0
2755,TOR,2023-07-15,,ARI,W 5-2,34,28,5,8,4,2,0,2,5,0,1,5,7,.286,.382,.571,.954,16,2,0,0,1,0
2756,ARI,2023-07-15,@,TOR,L 2-5,36,35,2,10,9,1,0,0,2,0,0,1,8,.286,.306,.314,.620,11,1,0,0,0,0
2757,ATL,2023-07-15,,CHW,L 5-6,41,36,5,11,6,1,1,3,5,2,0,5,11,.306,.390,.639,1.029,23,2,0,0,0,0
2758,CHC,2023-07-15,,BOS,W 10-4,40,35,10,12,9,1,0,2,9,2,0,4,11,.343,.425,.543,.968,19,0,1,0,0,0
2759,CIN,2023-07-15,,MIL,L 0-3,31,28,0,1,1,0,0,0,0,1,0,3,12,.036,.129,.036,.165,1,0,0,0,0,0
2760,SFG,2023-07-15,@,PIT,W 3-1,36,30,3,3,2,0,0,1,2,0,0,4,15,.100,.250,.200,.450,6,0,2,0,0,0
2761,STL,2023-07-15,,WSN,W 9-6,41,38,9,17,12,2,1,2,9,0,0,1,4,.447,.463,.711,1.174,27,2,1,0,1,0
2762,WSN,2023-07-15,@,STL,L 6-9,42,36,6,11,4,5,0,2,6,0,0,3,9,.306,.366,.611,.977,22,0,1,1,1,0
2763,LAA,2023-07-15,,HOU,W 13-12 (10),48,44,13,15,9,2,0,4,11,0,0,4,17,.341,.396,.659,1.055,29,0,0,0,0,1
2764,BAL,2023-07-15,,MIA,W 6-5,37,35,6,11,7,2,1,1,6,1,0,2,9,.314,.351,.514,.866,18,0,0,0,0,0
2765,BOS,2023-07-15,@,CHC,L 4-10,35,32,4,6,1,4,0,1,4,0,0,3,7,.188,.257,.406,.663,13,1,0,0,0,0
2766,CHW,2023-07-15,@,ATL,W 6-5,37,36,6,11,6,4,0,1,6,0,0,0,13,.306,.306,.500,.806,18,0,0,1,0,0
2767,CLE,2023-07-15,@,TEX,L 0-2,35,34,0,8,6,2,0,0,0,1,0,1,8,.235,.257,.294,.551,10,1,0,0,0,0
2768,DET,2023-07-15,@,SEA,W 6-0,36,35,6,9,5,2,0,2,6,0,0,1,11,.257,.278,.486,.763,17,1,0,0,0,0
2769,PHI,2023-07-15 (1),,SDP,W 6-4,40,35,6,10,8,1,0,1,6,3,0,5,11,.286,.375,.400,.775,14,0,0,0,0,0
2770,KCR,2023-07-15 (1),,TBR,L 1-6,36,34,1,7,5,1,0,1,1,2,0,2,10,.206,.250,.324,.574,11,0,0,0,0,0
2771,TBR,2023-07-15 (1),@,KCR,W 6-1,39,34,6,8,4,1,0,3,6,1,0,4,13,.235,.308,.529,.837,18,0,0,0,1,0
2772,SDP,2023-07-15 (1),@,PHI,L 4-6,40,34,4,9,6,1,0,2,4,1,1,5,7,.265,.375,.471,.846,16,0,1,0,0,0
2773,SDP,2023-07-15 (2),@,PHI,L 4-9,37,30,4,5,4,1,0,0,3,1,1,6,6,.167,.324,.200,.524,6,2,1,0,0,0
2774,PHI,2023-07-15 (2),,SDP,W 9-4,41,35,9,12,8,2,0,2,9,1,0,5,5,.343,.439,.571,1.010,20,0,1,0,0,0
2775,KCR,2023-07-15 (2),,TBR,L 2-4,33,32,2,7,5,2,0,0,2,1,1,0,6,.219,.212,.281,.493,9,0,0,0,1,0
2776,TBR,2023-07-15 (2),@,KCR,W 4-2,40,36,4,11,7,2,2,0,4,0,1,3,8,.306,.350,.472,.822,17,0,0,0,1,1
2777,HOU,2023-07-16,@,LAA,W 9-8,49,43,9,16,9,2,0,5,9,0,0,5,11,.372,.449,.767,1.216,33,0,1,0,0,0
2778,KCR,2023-07-16,,TBR,W 8-4,34,34,8,11,5,1,2,3,8,1,0,0,2,.324,.324,.735,1.059,25,0,0,0,0,0
2779,MIN,2023-07-16,@,OAK,W 5-4,36,32,5,6,3,1,0,2,5,0,0,3,9,.188,.278,.406,.684,13,1,1,0,0,0
2780,NYY,2023-07-16,@,COL,L 7-8 (11),49,38,7,9,9,0,0,0,5,2,0,8,6,.237,.388,.237,.625,9,2,2,0,1,2
2781,OAK,2023-07-16,,MIN,L 4-5,37,31,4,7,3,3,0,1,4,1,0,4,9,.226,.324,.419,.744,13,1,1,0,1,0
2782,SEA,2023-07-16,,DET,W 2-0,31,29,2,6,2,3,0,1,2,0,0,2,7,.207,.258,.414,.672,12,1,0,0,0,0
2783,TBR,2023-07-16,@,KCR,L 4-8,33,32,4,7,4,1,0,2,4,0,0,0,4,.219,.242,.438,.680,14,2,1,0,0,0
2784,SDP,2023-07-16,@,PHI,L 6-7 (12),46,42,6,7,1,4,0,2,6,0,0,3,10,.167,.217,.405,.622,17,1,0,0,1,0
2785,SFG,2023-07-16,@,PIT,W 8-4 (10),44,37,8,9,7,2,0,0,7,1,0,5,12,.243,.341,.297,.638,11,0,1,0,1,1
2786,STL,2023-07-16,,WSN,W 8-4,43,37,8,13,9,2,0,2,8,0,0,5,4,.351,.442,.568,1.009,21,0,1,0,0,0
2787,WSN,2023-07-16,@,STL,L 4-8,36,31,4,4,0,2,1,1,4,1,0,5,9,.129,.250,.355,.605,11,0,0,0,0,0
2788,TEX,2023-07-16,,CLE,W 6-5,34,31,6,8,6,1,0,1,6,0,0,3,6,.258,.324,.387,.711,12,1,0,0,0,0
2789,TOR,2023-07-16,,ARI,W 7-5,37,33,7,12,8,4,0,0,7,0,0,3,7,.364,.405,.485,.890,16,1,0,0,1,0
2790,ARI,2023-07-16,@,TOR,L 5-7,38,28,5,4,2,2,0,0,3,1,0,8,8,.143,.368,.214,.583,6,2,2,0,0,0
2791,ATL,2023-07-16,,CHW,L 1-8,36,32,1,5,5,0,0,0,1,1,0,3,12,.156,.250,.156,.406,5,0,1,0,0,0
2792,CHC,2023-07-16,,BOS,L 5-11,39,29,5,5,4,0,1,0,5,1,0,8,12,.172,.359,.241,.600,7,2,1,0,1,0
2793,CIN,2023-07-16,,MIL,L 3-4,36,33,3,7,4,2,0,1,3,0,1,3,7,.212,.278,.364,.641,12,0,0,0,0,0
2794,LAA,2023-07-16,,HOU,L 8-9,42,36,8,9,4,3,0,2,8,1,0,5,10,.250,.357,.500,.857,18,0,1,0,0,1
2795,BAL,2023-07-16,,MIA,W 5-4,35,29,5,5,2,2,0,1,4,0,0,3,5,.172,.286,.345,.631,10,0,2,0,1,0
2796,BOS,2023-07-16,@,CHC,W 11-5,43,40,11,13,7,2,1,3,10,0,1,3,8,.325,.372,.650,1.022,26,0,0,0,0,0
2797,CHW,2023-07-16,@,ATL,W 8-1,41,38,8,14,11,1,0,2,8,0,0,2,8,.368,.400,.553,.953,21,2,0,1,0,0
2798,CLE,2023-07-16,@,TEX,L 5-6,39,35,5,9,5,2,0,2,5,0,0,4,7,.257,.333,.486,.819,17,1,0,0,0,0
2799,DET,2023-07-16,@,SEA,L 0-2,33,32,0,6,5,1,0,0,0,0,0,1,10,.188,.212,.219,.431,7,0,0,0,0,0
2800,COL,2023-07-16,,NYY,W 8-7 (11),44,41,8,8,4,0,0,4,8,0,0,3,15,.195,.250,.488,.738,20,0,0,0,0,0
2801,NYM,2023-07-16,,LAD,W 2-1 (10),35,33,2,6,4,2,0,0,2,3,0,1,8,.182,.229,.242,.471,8,0,1,0,0,0
2802,ARI,2023-07-16,@,TOR,L 5-7,38,28,5,4,2,2,0,0,3,1,0,8,8,.143,.368,.214,.583,6,2,2,0,0,0
2803,STL,2023-07-16,,WSN,W 8-4,43,37,8,13,9,2,0,2,8,0,0,5,4,.351,.442,.568,1.009,21,0,1,0,0,0
2804,MIA,2023-07-16,@,BAL,L 4-5,37,35,4,8,4,4,0,0,4,0,0,1,8,.229,.270,.343,.613,12,0,1,0,0,0
2805,SFG,2023-07-16,@,PIT,W 8-4 (10),44,37,8,9,7,2,0,0,7,1,0,5,12,.243,.341,.297,.638,11,0,1,0,1,1
2806,MIL,2023-07-16,@,CIN,W 4-3,40,34,4,9,7,1,0,1,4,0,0,5,9,.265,.350,.382,.732,13,0,0,0,1,0
2807,STL,2023-07-17,,MIA,W 6-4,38,33,6,11,8,3,0,0,6,0,1,4,6,.333,.395,.424,.819,14,0,0,0,1,0
2808,MIA,2023-07-17,@,STL,L 4-6,40,38,4,12,8,2,0,2,4,0,0,1,4,.316,.350,.526,.876,20,1,1,0,0,0
2809,SFG,2023-07-17,@,CIN,W 4-2 (10),41,36,4,6,0,4,0,2,4,0,0,4,8,.167,.268,.444,.713,16,1,1,0,0,0
2810,MIN,2023-07-17,@,SEA,L 6-7,43,38,6,12,7,3,0,2,6,1,0,3,14,.316,.372,.553,.925,21,0,1,0,1,0
2811,KCR,2023-07-17,,DET,L 2-3,34,32,2,6,6,0,0,0,2,1,0,2,8,.188,.235,.188,.423,6,0,0,0,0,1
2812,BOS,2023-07-17,@,OAK,W 7-0,40,34,7,10,5,5,0,0,7,1,0,4,7,.294,.350,.441,.791,15,1,0,0,2,0
2813,OAK,2023-07-17,,BOS,L 0-7,31,27,0,1,1,0,0,0,0,0,0,3,18,.037,.161,.037,.198,1,1,1,0,0,0
2814,LAA,2023-07-17,,NYY,W 4-3 (10),45,36,4,9,5,2,0,2,4,0,0,8,9,.250,.400,.472,.872,17,1,1,0,0,1
2815,TEX,2023-07-17,,TBR,W 3-2,32,31,3,6,3,2,0,1,2,0,0,1,10,.194,.219,.355,.574,11,1,0,0,0,0
2816,PIT,2023-07-17,,CLE,L 0-11,34,31,0,4,2,2,0,0,0,0,0,3,12,.129,.206,.194,.399,6,1,0,0,0,0
2817,CHC,2023-07-17,,WSN,L 5-7,38,36,5,9,7,0,0,2,5,2,0,2,10,.250,.289,.417,.706,15,0,0,0,0,0
2818,WSN,2023-07-17,@,CHC,W 7-5,40,36,7,11,6,3,0,2,7,2,1,1,9,.306,.350,.556,.906,20,0,2,0,1,0
2819,CIN,2023-07-17,,SFG,L 2-4 (10),33,32,2,4,1,1,0,2,2,1,1,1,10,.125,.152,.344,.495,11,0,0,0,0,0
2820,TBR,2023-07-17,@,TEX,L 2-3,34,31,2,5,4,0,0,1,2,2,0,1,8,.161,.206,.258,.464,8,0,1,0,1,0
2821,NYY,2023-07-17,@,LAA,L 3-4 (10),42,35,3,8,7,1,0,0,3,1,0,6,17,.229,.333,.257,.590,9,1,0,0,1,0
2822,BAL,2023-07-17,,LAD,L 4-6,36,32,4,7,3,2,1,1,4,0,0,4,6,.219,.306,.438,.743,14,2,0,0,0,0
2823,SEA,2023-07-17,,MIN,W 7-6,35,30,7,7,5,1,0,1,6,1,0,4,7,.233,.343,.367,.710,11,1,1,0,0,0
2824,CLE,2023-07-17,@,PIT,W 11-0,45,39,11,12,4,5,0,3,11,0,0,4,5,.308,.400,.667,1.067,26,0,2,0,0,0
2825,DET,2023-07-17,@,KCR,W 3-2,36,31,3,5,3,2,0,0,3,0,0,4,9,.161,.278,.226,.504,7,1,1,0,0,0
2826,LAD,2023-07-17,@,BAL,W 6-4,38,35,6,11,8,1,1,1,6,0,1,3,5,.314,.368,.486,.854,17,1,0,0,0,0
2827,CLE,2023-07-18,@,PIT,W 10-1,42,40,10,13,8,2,0,3,10,0,0,2,3,.325,.357,.600,.957,24,0,0,0,0,0
2828,DET,2023-07-18,@,KCR,L 10-11,45,37,10,11,7,2,0,2,10,2,0,7,8,.297,.400,.514,.914,19,0,0,0,1,0
2829,PHI,2023-07-18,,MIL,W 4-3,37,35,4,12,9,1,1,1,4,1,0,2,7,.343,.378,.514,.893,18,1,0,0,0,0
2830,LAD,2023-07-18,@,BAL,W 10-3,52,43,10,13,10,2,0,1,8,2,0,8,11,.302,.423,.419,.842,18,0,1,0,0,0
2831,NYM,2023-07-18,,CHW,W 11-10,43,33,11,10,4,2,0,4,11,1,0,8,10,.303,.442,.727,1.169,24,0,1,0,1,0
2832,ARI,2023-07-18,@,ATL,W 16-13,50,45,16,16,9,3,1,3,14,3,0,3,7,.356,.408,.667,1.075,30,0,1,1,0,0
2833,PIT,2023-07-18,,CLE,L 1-10,32,31,1,5,4,0,0,1,1,0,0,1,11,.161,.188,.258,.446,8,1,0,0,0,0
2834,CHC,2023-07-18,,WSN,W 17-3,47,41,17,20,17,1,0,2,16,1,0,4,9,.488,.532,.659,1.190,27,1,1,0,1,1
2835,COL,2023-07-18,,HOU,W 4-3,33,31,4,7,3,1,1,2,4,1,0,1,11,.226,.273,.516,.789,16,0,1,0,0,0
2836,ATL,2023-07-18,,ARI,L 13-16,41,37,13,11,4,4,0,3,13,1,0,4,5,.297,.366,.649,1.015,24,0,0,0,0,0
2837,WSN,2023-07-18,@,CHC,L 3-17,38,35,3,9,6,2,0,1,3,0,0,3,10,.257,.316,.400,.716,14,1,0,0,0,0
2838,CIN,2023-07-18,,SFG,L 10-11,43,39,10,14,9,1,0,4,9,0,1,3,13,.359,.419,.692,1.111,27,2,1,0,0,0
2839,SDP,2023-07-18,@,TOR,W 9-1,44,35,9,9,2,3,0,4,9,1,0,7,3,.257,.364,.686,1.049,24,0,0,0,2,0
2840,STL,2023-07-18,,MIA,W 5-2 (10),40,34,5,6,3,1,0,2,5,1,0,6,14,.176,.300,.382,.682,13,1,0,0,0,1
2841,MIA,2023-07-18,@,STL,L 2-5 (10),42,39,2,11,10,0,1,0,2,1,0,2,13,.282,.310,.333,.643,13,1,0,0,1,0
2842,SFG,2023-07-18,@,CIN,W 11-10,46,37,11,11,8,1,0,2,11,0,0,8,14,.297,.413,.486,.900,18,0,0,0,1,0
2843,MIL,2023-07-18,@,PHI,L 3-4,33,33,3,4,3,1,0,0,2,2,0,0,7,.121,.121,.152,.273,5,0,0,0,0,0
2844,HOU,2023-07-18,@,COL,L 3-4,37,34,3,8,5,3,0,0,3,0,0,2,7,.235,.297,.324,.621,11,2,1,0,0,0
2845,MIN,2023-07-18,@,SEA,W 10-3,47,40,10,14,8,1,1,4,9,1,0,5,12,.350,.426,.725,1.151,29,0,1,0,1,0
2846,KCR,2023-07-18,,DET,W 11-10,38,34,11,13,5,6,2,0,11,1,0,2,6,.382,.421,.676,1.098,23,0,1,0,1,0
2847,BOS,2023-07-18,@,OAK,L 0-3,33,32,0,5,3,2,0,0,0,0,0,1,8,.156,.182,.219,.401,7,0,0,0,0,0
2848,OAK,2023-07-18,,BOS,W 3-0,34,31,3,7,1,3,1,2,3,0,1,3,9,.226,.294,.581,.875,18,0,0,0,0,1
2849,LAA,2023-07-18,,NYY,W 5-1,33,29,5,5,3,0,1,1,4,1,0,3,13,.172,.273,.345,.618,10,0,1,0,0,0
2850,TEX,2023-07-18,,TBR,W 5-3,36,32,5,8,5,1,0,2,5,0,0,4,13,.250,.333,.469,.802,15,0,0,0,0,0
2851,TBR,2023-07-18,@,TEX,L 3-5,37,32,3,6,2,2,0,2,3,0,0,4,2,.188,.297,.438,.735,14,1,1,0,0,0
2852,CHW,2023-07-18,@,NYM,L 10-11,47,40,10,12,8,3,0,1,9,2,0,6,9,.300,.404,.450,.854,18,0,1,0,0,0
2853,NYY,2023-07-18,@,LAA,L 1-5,32,29,1,2,1,0,0,1,1,0,0,3,9,.069,.156,.172,.329,5,1,0,0,0,0
2854,TOR,2023-07-18,,SDP,L 1-9,35,31,1,6,6,0,0,0,1,0,0,3,10,.194,.286,.194,.479,6,2,1,0,0,0
2855,BAL,2023-07-18,,LAD,L 3-10,38,35,3,9,6,3,0,0,3,0,0,3,6,.257,.316,.343,.659,12,1,0,0,0,0
2856,SEA,2023-07-18,,MIN,L 3-10,36,34,3,9,5,3,0,1,3,0,0,1,7,.265,.306,.441,.747,15,0,1,0,0,0
2857,TBR,2023-07-19,@,TEX,L 1-5,34,33,1,10,8,1,0,1,1,0,1,1,10,.303,.324,.424,.748,14,1,0,0,0,0
2858,CHW,2023-07-19,@,NYM,L 1-5,31,30,1,3,2,0,0,1,1,1,0,1,7,.100,.129,.200,.329,6,0,0,0,0,0
2859,NYY,2023-07-19,@,LAA,L 3-7,39,35,3,8,5,1,0,2,3,0,0,3,16,.229,.308,.429,.736,15,0,1,0,0,0
2860,TOR,2023-07-19,,SDP,L 0-2,37,33,0,6,6,0,0,0,0,1,0,3,10,.182,.270,.182,.452,6,0,1,0,0,0
2861,BAL,2023-07-19,,LAD,W 8-5,37,32,8,10,4,5,0,1,7,1,0,4,4,.313,.378,.563,.941,18,1,0,0,1,1
2862,SEA,2023-07-19,,MIN,L 3-6,32,31,3,5,3,0,0,2,3,0,0,0,14,.161,.188,.355,.542,11,1,1,0,0,0
2863,STL,2023-07-19,,MIA,W 6-4,37,34,6,11,9,1,0,1,5,1,0,3,7,.324,.378,.441,.820,15,1,0,0,0,0
2864,MIA,2023-07-19,@,STL,L 4-6,38,37,4,12,9,2,0,1,4,0,0,1,4,.324,.342,.459,.802,17,2,0,0,0,0
2865,SFG,2023-07-19,@,CIN,L 2-3,35,31,2,6,4,1,0,1,1,0,1,2,7,.194,.286,.323,.608,10,1,2,0,0,0
2866,MIL,2023-07-19,@,PHI,W 5-3,40,37,5,10,5,5,0,0,5,1,0,3,5,.270,.325,.405,.730,15,1,0,0,0,0
2867,CLE,2023-07-19,@,PIT,L 5-7,38,36,5,10,6,3,0,1,5,3,0,1,4,.278,.297,.444,.742,16,0,0,1,0,0
2868,DET,2023-07-19,@,KCR,W 3-2,36,35,3,8,6,1,0,1,3,0,0,1,5,.229,.250,.343,.593,12,0,0,0,0,0
2869,PHI,2023-07-19,,MIL,L 3-5,34,34,3,7,5,1,0,1,3,1,1,0,10,.206,.206,.324,.529,11,0,0,0,0,0
2870,LAD,2023-07-19,@,BAL,L 5-8,37,33,5,7,4,1,0,2,5,0,0,4,6,.212,.297,.424,.722,14,1,0,0,0,0
2871,NYM,2023-07-19,,CHW,W 5-1,34,27,5,5,3,1,0,1,5,0,0,5,3,.185,.324,.333,.657,9,1,1,0,1,0
2872,ARI,2023-07-19,@,ATL,W 5-3,41,36,5,9,5,4,0,0,5,2,0,5,7,.250,.341,.361,.703,13,0,0,0,0,0
2873,PIT,2023-07-19,,CLE,W 7-5,37,33,7,9,8,1,0,0,7,0,0,4,7,.273,.351,.303,.654,10,0,0,0,0,0
2874,CHC,2023-07-19,,WSN,W 8-3,39,32,8,11,6,3,0,2,8,0,0,6,6,.344,.436,.625,1.061,20,1,0,0,1,0
2875,COL,2023-07-19,,HOU,L 1-4,33,28,1,2,1,0,0,1,1,0,1,4,8,.071,.212,.179,.391,5,0,1,0,0,0
2876,ATL,2023-07-19,,ARI,L 3-5,32,30,3,4,0,1,1,2,2,0,0,2,6,.133,.188,.433,.621,13,1,0,0,0,0
2877,WSN,2023-07-19,@,CHC,L 3-8,39,36,3,10,8,1,0,1,3,2,0,0,6,.278,.316,.389,.705,14,0,2,1,0,0
2878,CIN,2023-07-19,,SFG,W 3-2,28,28,3,4,2,1,0,1,3,0,0,0,4,.143,.143,.286,.429,8,0,0,0,0,0
2879,SDP,2023-07-19,@,TOR,W 2-0,40,35,2,8,7,1,0,0,2,2,0,4,12,.229,.325,.257,.582,9,0,1,0,0,1
2880,HOU,2023-07-19,@,COL,W 4-1,36,35,4,8,5,2,0,1,4,2,0,1,8,.229,.250,.371,.621,13,0,0,0,0,0
2881,MIN,2023-07-19,@,SEA,W 6-3,42,36,6,9,6,0,0,3,5,1,0,6,14,.250,.357,.500,.857,18,0,0,0,0,0
2882,KCR,2023-07-19,,DET,L 2-3,35,31,2,5,3,2,0,0,2,0,0,2,8,.161,.257,.226,.483,7,1,2,0,0,0
2883,BOS,2023-07-19,@,OAK,L 5-6,37,33,5,6,4,1,0,1,4,3,1,4,9,.182,.270,.303,.573,10,0,0,0,0,0
2884,OAK,2023-07-19,,BOS,W 6-5,36,32,6,10,5,2,0,3,6,0,0,3,9,.313,.389,.656,1.045,21,1,1,0,0,0
2885,LAA,2023-07-19,,NYY,W 7-3,41,30,7,6,3,1,0,2,7,0,0,11,6,.200,.415,.433,.848,13,0,0,0,0,1
2886,TEX,2023-07-19,,TBR,W 5-1,36,33,5,9,5,2,0,2,5,2,0,2,7,.273,.333,.515,.848,17,0,1,0,0,0
2887,HOU,2023-07-20,@,OAK,W 3-1,34,32,3,5,3,1,0,1,3,1,0,2,7,.156,.206,.281,.487,9,0,0,0,0,0
2888,MIN,2023-07-20,@,SEA,L 0-5,32,31,0,5,4,0,1,0,0,0,0,0,13,.161,.188,.226,.413,7,1,1,0,0,0
2889,KCR,2023-07-20,,DET,L 0-3,30,29,0,4,2,2,0,0,0,0,0,1,3,.138,.167,.207,.374,6,1,0,0,0,0
2890,OAK,2023-07-20,,HOU,L 1-3,33,30,1,6,4,2,0,0,1,0,0,2,8,.200,.250,.267,.517,8,2,0,1,0,0
2891,DET,2023-07-20,@,KCR,W 3-0,36,31,3,6,5,0,1,0,3,0,0,4,5,.194,.278,.258,.536,8,1,0,0,1,0
