Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
503,HOU,2021-04-21,@,COL,L 3-6,34,32,3,5,4,0,0,1,3,0,0,2,7,.156,.206,.250,.456,8,0,0,0,0,0
504,TEX,2021-04-21,@,LAA,W 7-4,41,31,7,6,4,0,0,2,6,0,1,9,12,.194,.366,.387,.753,12,0,0,0,1,0
505,MIN,2021-04-21,@,OAK,L 12-13 (10),51,49,12,18,10,4,0,4,10,1,0,2,10,.367,.392,.694,1.086,34,1,0,0,0,0
506,ATL,2021-04-21,@,NYY,W 4-1,40,30,4,5,4,0,0,1,4,0,0,8,7,.167,.333,.267,.600,8,0,0,1,1,1
507,MIL,2021-04-21,@,SDP,W 4-2,40,34,4,7,5,0,0,2,4,1,0,6,17,.206,.325,.382,.707,13,0,0,0,0,0
508,ARI,2021-04-21,@,CIN,W 8-5 (10),46,36,8,6,5,0,0,1,7,0,0,7,16,.167,.348,.250,.598,9,1,3,0,0,1
509,CIN,2021-04-21,,ARI,L 5-8 (10),40,32,5,9,6,2,1,0,5,0,2,4,6,.281,.359,.406,.765,13,1,1,1,2,0
510,STL,2021-04-21,@,WSN,L 0-1,36,31,0,6,4,2,0,0,0,0,1,4,13,.194,.306,.258,.564,8,1,1,0,0,0
511,LAA,2021-04-21,,TEX,L 4-7,37,36,4,10,6,0,0,4,4,0,0,0,8,.278,.297,.611,.908,22,0,1,0,0,0
512,MIA,2021-04-21,,BAL,W 3-0,34,30,3,9,8,1,0,0,3,1,0,3,7,.300,.364,.333,.697,10,1,0,1,0,0
513,CHC,2021-04-21,,NYM,W 16-4,46,36,16,13,10,2,0,1,15,1,0,8,8,.361,.489,.500,.989,18,1,1,0,0,0
514,NYM,2021-04-21,@,CHC,L 4-16,39,35,4,10,7,1,0,2,4,0,0,3,6,.286,.342,.486,.828,17,1,0,1,0,0
515,COL,2021-04-21,,HOU,W 6-3,38,32,6,11,7,3,0,1,6,1,0,4,5,.344,.405,.531,.937,17,0,0,1,1,0
516,SDP,2021-04-21,,MIL,L 2-4,40,33,2,7,4,3,0,0,2,2,0,6,13,.212,.333,.303,.636,10,0,0,1,0,0
517,PHI,2021-04-21,,SFG,W 6-5,42,37,6,12,10,0,0,2,5,1,0,5,12,.324,.405,.486,.891,18,0,0,0,0,0
518,WSN,2021-04-21,,STL,W 1-0,30,28,1,4,2,2,0,0,1,1,0,2,5,.143,.200,.214,.414,6,1,0,0,0,0
519,SFG,2021-04-21,@,PHI,L 5-6,38,37,5,11,7,3,0,1,5,0,0,1,9,.297,.316,.459,.775,17,1,0,0,0,1
520,TBR,2021-04-21,@,KCR,L 8-9,41,35,8,11,5,5,0,1,8,1,1,5,7,.314,.390,.543,.933,19,0,0,0,1,0
521,TOR,2021-04-21,@,BOS,W 6-3,44,34,6,10,9,1,0,0,6,2,0,8,8,.294,.432,.324,.755,11,2,1,0,1,0
522,NYY,2021-04-21,,ATL,L 1-4,37,31,1,5,5,0,0,0,1,0,0,6,6,.161,.297,.161,.459,5,1,0,0,0,0
523,BAL,2021-04-21,@,MIA,L 0-3,31,30,0,4,3,1,0,0,0,1,0,1,9,.133,.161,.167,.328,5,0,0,0,0,0
524,OAK,2021-04-21,,MIN,W 13-12 (10),47,41,13,13,8,2,0,3,9,2,1,3,6,.317,.383,.585,.968,24,1,2,0,1,0
525,KCR,2021-04-21,,TBR,W 9-8,39,34,9,9,4,1,1,3,9,1,0,3,2,.265,.324,.618,.942,21,0,0,2,0,1
526,BOS,2021-04-21,,TOR,L 3-6,39,36,3,10,4,5,0,1,3,0,0,3,10,.278,.333,.500,.833,18,2,0,0,0,0
527,DET,2021-04-21 (1),,PIT,L 2-3 (7),26,23,2,3,1,2,0,0,2,1,0,2,8,.130,.192,.217,.410,5,0,0,0,1,0
528,PIT,2021-04-21 (1),@,DET,W 3-2 (7),31,27,3,7,6,1,0,0,3,1,0,4,5,.259,.355,.296,.651,8,1,0,0,0,0
529,PIT,2021-04-21 (2),@,DET,L 2-5 (7),26,24,2,3,1,1,0,1,2,0,0,2,8,.125,.192,.292,.484,7,0,0,0,0,0
530,DET,2021-04-21 (2),,PIT,W 5-2 (7),25,23,5,7,3,2,0,2,5,0,0,2,5,.304,.360,.652,1.012,15,2,0,0,0,0
531,SEA,2021-04-22,@,BOS,W 7-3 (10),39,30,7,3,0,2,0,1,6,1,0,7,6,.100,.289,.267,.556,8,2,1,1,0,0
532,DET,2021-04-22,,PIT,L 2-4,36,36,2,9,5,2,1,1,2,0,0,0,9,.250,.250,.444,.694,16,0,0,0,0,0
533,LAA,2021-04-22,@,HOU,L 2-8,39,35,2,8,6,1,0,1,2,0,0,2,15,.229,.308,.343,.651,12,0,2,0,0,0
534,SDP,2021-04-22,@,LAD,W 3-2,33,33,3,7,6,0,0,1,2,2,0,0,10,.212,.212,.303,.515,10,1,0,0,0,0
535,SFG,2021-04-22,,MIA,W 3-0,30,28,3,5,2,3,0,0,3,0,0,2,5,.179,.233,.286,.519,8,1,0,0,0,0
536,CHC,2021-04-22,,NYM,W 4-3 (10),36,31,4,6,4,1,1,0,4,0,1,3,14,.194,.286,.290,.576,9,1,1,1,0,1
537,BOS,2021-04-22,,SEA,L 3-7 (10),41,38,3,8,5,0,2,1,2,3,0,2,11,.211,.268,.395,.663,15,0,1,0,0,0
538,HOU,2021-04-22,,LAA,W 8-2,42,38,8,13,9,3,1,0,8,1,0,3,6,.342,.405,.474,.878,18,0,1,0,0,0
539,NYY,2021-04-22,@,CLE,W 6-3,46,37,6,11,9,1,0,1,5,0,0,9,10,.297,.435,.405,.840,15,0,0,0,0,0
540,CLE,2021-04-22,,NYY,L 3-6,38,36,3,8,6,1,1,0,3,1,0,2,11,.222,.263,.306,.569,11,0,0,0,0,0
541,LAD,2021-04-22,,SDP,L 2-3,37,32,2,6,3,1,0,2,2,0,0,3,10,.188,.297,.406,.704,13,1,2,0,0,1
542,ARI,2021-04-22,@,CIN,W 14-11 (10),52,43,14,14,9,2,1,2,14,1,0,8,9,.326,.423,.558,.981,24,1,0,0,1,0
543,CIN,2021-04-22,,ARI,L 11-14 (10),48,44,11,13,6,1,0,6,11,0,0,4,13,.295,.354,.727,1.081,32,0,0,0,0,0
544,NYM,2021-04-22,@,CHC,L 3-4 (10),39,35,3,6,2,3,0,1,3,0,0,3,11,.171,.256,.343,.599,12,1,1,0,0,0
545,MIA,2021-04-22,@,SFG,L 0-3,29,27,0,2,2,0,0,0,0,0,0,1,8,.074,.138,.074,.212,2,2,1,0,0,0
546,PIT,2021-04-22,@,DET,W 4-2,37,35,4,9,8,1,0,0,4,2,0,2,4,.257,.297,.286,.583,10,1,0,0,0,0
547,MIL,2021-04-23,@,CHC,L 2-15,36,32,2,7,4,1,0,2,2,1,0,2,9,.219,.306,.438,.743,14,2,2,0,0,0
548,PIT,2021-04-23,@,MIN,L 0-2,31,28,0,1,0,1,0,0,0,0,0,3,6,.036,.129,.071,.200,2,0,0,0,0,0
549,PHI,2021-04-23,@,COL,L 4-5,39,35,4,11,7,2,1,1,4,2,0,3,11,.314,.359,.514,.873,18,2,0,0,1,0
550,CHC,2021-04-23,,MIL,W 15-2,46,40,15,17,6,6,1,4,15,0,0,5,8,.425,.500,.925,1.425,37,1,1,0,0,0
551,MIA,2021-04-23,@,SFG,L 3-5,31,30,3,3,1,0,0,2,3,0,0,1,10,.100,.129,.300,.429,9,1,0,0,0,0
552,CIN,2021-04-23,@,STL,L 4-5,39,35,4,8,5,1,1,1,3,0,0,4,14,.229,.308,.400,.708,14,0,0,0,0,0
553,COL,2021-04-23,,PHI,W 5-4,37,36,5,11,6,1,0,4,5,0,0,1,11,.306,.324,.667,.991,24,1,0,0,0,0
554,BOS,2021-04-23,,SEA,W 6-5,38,35,6,11,9,0,0,2,4,0,0,3,7,.314,.368,.486,.854,17,1,0,0,0,0
555,HOU,2021-04-23,,LAA,W 5-4 (10),38,36,5,8,5,2,0,1,5,0,0,0,13,.222,.237,.361,.598,13,0,1,0,1,0
556,BAL,2021-04-23,,OAK,L 1-3,38,37,1,10,9,1,0,0,1,0,0,1,10,.270,.289,.297,.587,11,0,0,0,0,0
557,NYY,2021-04-23,@,CLE,W 5-3,36,32,5,6,2,0,0,4,5,0,0,4,7,.188,.278,.563,.840,18,0,0,0,0,0
558,KCR,2021-04-23,@,DET,W 6-2,40,34,6,8,5,1,0,2,6,2,0,6,5,.235,.350,.441,.791,15,2,0,0,0,0
559,CLE,2021-04-23,,NYY,L 3-5,35,31,3,5,3,2,0,0,3,0,0,4,7,.161,.257,.226,.483,7,1,0,0,0,0
560,TEX,2021-04-23,@,CHW,L 7-9,42,37,7,10,7,0,0,3,7,1,0,5,14,.270,.357,.514,.871,19,0,0,0,0,0
561,DET,2021-04-23,,KCR,L 2-6,34,31,2,5,3,1,0,1,2,1,0,3,14,.161,.235,.290,.526,9,0,0,0,0,0
562,OAK,2021-04-23,@,BAL,W 3-1,36,34,3,7,6,0,0,1,3,0,0,2,6,.206,.250,.294,.544,10,0,0,0,0,0
563,SEA,2021-04-23,@,BOS,L 5-6,41,35,5,9,5,3,0,1,5,1,0,6,12,.257,.366,.429,.794,15,1,0,0,0,0
564,MIN,2021-04-23,,PIT,W 2-0,28,28,2,5,3,0,0,2,2,0,0,0,8,.179,.179,.393,.571,11,1,0,0,0,0
565,LAA,2021-04-23,@,HOU,L 4-5 (10),42,41,4,13,9,4,0,0,4,1,0,1,11,.317,.333,.415,.748,17,3,0,0,0,1
566,TOR,2021-04-23,@,TBR,W 5-3,35,33,5,6,3,1,0,2,5,0,0,2,10,.182,.229,.394,.623,13,1,0,0,0,0
567,TBR,2021-04-23,,TOR,L 3-5,37,34,3,5,3,1,0,1,3,0,0,3,12,.147,.216,.265,.481,9,0,0,0,0,0
568,CHW,2021-04-23,,TEX,W 9-7,41,39,9,16,13,2,0,1,9,1,0,2,8,.410,.439,.538,.977,21,1,0,0,0,0
569,SDP,2021-04-23,@,LAD,W 6-1,37,33,6,8,5,0,0,3,6,1,1,4,8,.242,.324,.515,.839,17,2,0,0,0,1
570,ARI,2021-04-23,@,ATL,L 4-5,35,32,4,5,2,2,0,1,3,0,0,3,7,.156,.229,.313,.541,10,0,0,0,0,0
571,SFG,2021-04-23,,MIA,W 5-3,37,29,5,8,6,1,0,1,5,1,0,7,7,.276,.405,.414,.819,12,2,0,0,1,1
572,WSN,2021-04-23,@,NYM,L 0-6,29,29,0,2,1,1,0,0,0,0,0,0,15,.069,.069,.103,.172,3,0,0,0,0,0
573,LAD,2021-04-23,,SDP,L 1-6,34,29,1,4,3,1,0,0,1,1,0,3,11,.138,.265,.172,.437,5,1,2,0,0,0
574,STL,2021-04-23,,CIN,W 5-4,34,30,5,6,3,2,0,1,5,1,0,4,12,.200,.294,.367,.661,11,0,0,0,0,0
575,ATL,2021-04-23,,ARI,W 5-4,35,31,5,7,1,3,1,2,5,0,0,4,10,.226,.314,.581,.895,18,0,0,0,0,1
576,NYM,2021-04-23,,WSN,W 6-0,38,34,6,11,8,2,0,1,6,0,0,3,7,.324,.395,.471,.865,16,1,1,0,0,0
577,LAD,2021-04-24,,SDP,W 5-4,39,35,5,12,11,1,0,0,5,1,1,4,10,.343,.410,.371,.782,13,1,0,0,0,0
578,STL,2021-04-24,,CIN,W 2-0,34,32,2,7,6,1,0,0,2,0,0,2,2,.219,.265,.250,.515,8,1,0,0,0,0
579,NYM,2021-04-24,,WSN,L 1-7,35,32,1,6,5,0,0,1,1,0,0,2,6,.188,.257,.281,.538,9,1,1,0,0,0
580,DET,2021-04-24,,KCR,L 1-2,30,30,1,3,2,0,0,1,1,0,0,0,11,.100,.100,.200,.300,6,0,0,0,0,0
581,OAK,2021-04-24,@,BAL,W 7-2,42,36,7,9,6,2,0,1,7,0,0,5,9,.250,.357,.389,.746,14,0,1,0,0,0
582,SEA,2021-04-24,@,BOS,W 8-2,45,40,8,13,8,3,1,1,7,1,0,3,9,.325,.400,.525,.925,21,0,2,0,0,0
583,MIN,2021-04-24,,PIT,L 2-6,33,30,2,3,1,2,0,0,2,0,0,2,7,.100,.152,.167,.318,5,0,0,0,1,0
584,LAA,2021-04-24,@,HOU,L 2-16,31,30,2,5,3,0,0,2,2,0,0,0,5,.167,.194,.367,.560,11,3,1,0,0,0
585,TOR,2021-04-24,@,TBR,L 3-5,39,35,3,9,6,2,0,1,3,1,0,3,10,.257,.333,.400,.733,14,1,1,0,0,0
586,TBR,2021-04-24,,TOR,W 5-3,34,32,5,6,3,1,0,2,4,0,0,2,12,.188,.235,.406,.642,13,0,0,0,0,0
587,MIL,2021-04-24,@,CHC,W 4-3,41,35,4,7,4,2,0,1,4,0,0,5,12,.200,.317,.343,.660,12,0,1,0,0,0
588,PIT,2021-04-24,@,MIN,W 6-2,38,33,6,7,3,2,0,2,6,0,0,2,8,.212,.289,.455,.744,15,1,2,0,1,0
589,PHI,2021-04-24,@,COL,W 7-5,41,33,7,9,5,2,0,2,7,0,1,6,5,.273,.390,.515,.905,17,0,1,0,1,0
590,CHC,2021-04-24,,MIL,L 3-4,38,34,3,8,5,2,0,1,3,1,0,4,11,.235,.316,.382,.698,13,1,0,0,0,0
591,MIA,2021-04-24,@,SFG,W 5-2,36,33,5,6,3,0,1,2,5,0,0,2,12,.182,.222,.424,.646,14,0,0,0,1,0
592,CIN,2021-04-24,@,STL,L 0-2,32,29,0,3,3,0,0,0,0,0,0,2,6,.103,.188,.103,.291,3,1,1,0,0,0
593,COL,2021-04-24,,PHI,L 5-7,36,33,5,8,4,2,1,1,5,1,0,2,6,.242,.278,.455,.732,15,1,0,0,1,0
594,BOS,2021-04-24,,SEA,L 2-8,33,31,2,6,3,3,0,0,2,0,0,1,9,.194,.242,.290,.533,9,2,1,0,0,0
595,HOU,2021-04-24,,LAA,W 16-2,48,42,16,18,7,7,1,3,14,0,0,5,7,.429,.500,.857,1.357,36,2,1,0,0,1
596,BAL,2021-04-24,,OAK,L 2-7,37,36,2,10,7,3,0,0,2,0,0,1,9,.278,.297,.361,.658,13,0,0,0,0,0
597,NYY,2021-04-24,@,CLE,W 2-1,36,32,2,5,2,1,0,2,2,0,0,4,13,.156,.250,.375,.625,12,0,0,0,0,0
598,KCR,2021-04-24,@,DET,W 2-1,30,30,2,3,2,1,0,0,1,0,0,0,5,.100,.100,.133,.233,4,0,0,0,0,0
599,CLE,2021-04-24,,NYY,L 1-2,31,30,1,3,1,1,1,0,1,1,0,1,11,.100,.129,.200,.329,6,0,0,0,0,0
600,TEX,2021-04-24,@,CHW,L 1-2,36,36,1,11,7,3,0,1,1,0,0,0,6,.306,.306,.472,.778,17,1,0,0,0,0
601,CHC,2021-04-24,,MIL,L 3-4,38,34,3,8,5,2,0,1,3,1,0,4,11,.235,.316,.382,.698,13,1,0,0,0,0
602,PIT,2021-04-24,@,MIN,W 6-2,38,33,6,7,3,2,0,2,6,0,0,2,8,.212,.289,.455,.744,15,1,2,0,1,0
603,WSN,2021-04-24,@,NYM,W 7-1,42,35,7,10,10,0,0,0,7,0,0,5,9,.286,.381,.286,.667,10,1,1,0,1,0
604,COL,2021-04-24,,PHI,L 5-7,36,33,5,8,4,2,1,1,5,1,0,2,6,.242,.278,.455,.732,15,1,0,0,1,0
605,PHI,2021-04-25,@,COL,L 2-12,36,34,2,7,5,0,0,2,2,0,0,2,11,.206,.250,.382,.632,13,0,0,0,0,0
606,SFG,2021-04-25,,MIA,W 4-3,35,30,4,7,4,2,1,0,4,3,0,3,10,.233,.314,.367,.681,11,0,1,0,1,0
607,SDP,2021-04-25,@,LAD,W 8-7 (11),50,43,8,11,10,0,0,1,8,6,0,6,16,.256,.340,.326,.666,14,1,0,0,1,0
608,CHC,2021-04-25,,MIL,L 0-6,32,30,0,4,3,1,0,0,0,0,1,2,11,.133,.188,.167,.354,5,0,0,0,0,0
609,PIT,2021-04-25,@,MIN,W 6-2,39,37,6,12,8,3,0,1,6,0,0,1,10,.324,.333,.486,.820,18,0,0,0,1,0
610,WSN,2021-04-25,@,NYM,L 0-4,34,30,0,5,4,1,0,0,0,0,0,3,7,.167,.265,.200,.465,6,0,1,0,0,0
611,COL,2021-04-25,,PHI,W 12-2,44,37,12,16,13,0,1,2,12,0,0,5,8,.432,.488,.649,1.137,24,1,0,1,1,0
612,HOU,2021-04-25,,LAA,L 2-4,34,29,2,4,2,1,0,1,2,0,0,2,11,.138,.265,.276,.541,8,2,3,0,0,0
613,OAK,2021-04-25,@,BAL,L 1-8,32,29,1,3,2,0,0,1,1,0,0,3,10,.103,.188,.207,.394,6,1,0,0,0,0
614,SEA,2021-04-25,@,BOS,L 3-5,33,32,3,6,1,5,0,0,3,0,0,1,11,.188,.212,.344,.556,11,1,0,0,0,0
615,TEX,2021-04-25,@,CHW,L 4-8,38,35,4,11,10,0,0,1,4,1,0,2,12,.314,.368,.400,.768,14,3,1,0,0,0
616,NYY,2021-04-25,@,CLE,L 3-7,39,33,3,6,3,1,0,2,3,0,0,5,9,.182,.308,.394,.702,13,0,1,0,0,0
617,KCR,2021-04-25,@,DET,W 4-0,41,36,4,9,8,0,0,1,4,4,0,3,9,.250,.325,.333,.658,12,0,1,1,0,0
618,LAA,2021-04-25,@,HOU,W 4-2,38,34,4,7,4,2,0,1,4,0,0,2,7,.206,.289,.353,.642,12,0,2,0,0,0
619,LAD,2021-04-25,,SDP,L 7-8 (11),56,43,7,10,6,0,2,2,7,1,0,9,16,.233,.393,.465,.858,20,0,3,0,1,3
620,MIA,2021-04-25,@,SFG,L 3-4,37,32,3,8,7,0,0,1,3,1,0,3,11,.250,.351,.344,.695,11,3,2,0,0,0
621,CIN,2021-04-25,@,STL,L 2-5,34,30,2,5,3,1,0,1,2,0,0,3,8,.167,.265,.300,.565,9,2,1,0,0,0
622,NYM,2021-04-25,,WSN,W 4-0,34,29,4,8,5,1,0,2,4,0,2,4,8,.276,.382,.517,.900,15,0,1,0,0,0
623,DET,2021-04-25,,KCR,L 0-4,32,31,0,5,5,0,0,0,0,0,1,1,13,.161,.188,.161,.349,5,0,0,0,0,0
624,CLE,2021-04-25,,NYY,W 7-3,34,32,7,9,6,1,1,1,7,1,0,1,10,.281,.294,.469,.763,15,0,0,0,1,0
625,BAL,2021-04-25,,OAK,W 8-1,40,33,8,9,5,1,0,3,7,1,1,7,9,.273,.400,.576,.976,19,0,0,0,0,0
626,MIN,2021-04-25,,PIT,L 2-6,36,33,2,7,6,0,0,1,2,0,0,3,11,.212,.278,.303,.581,10,0,0,0,0,0
627,BOS,2021-04-25,,SEA,W 5-3,34,26,5,5,2,3,0,0,5,0,0,7,6,.192,.382,.308,.690,8,2,1,0,0,0
628,TOR,2021-04-25,@,TBR,W 1-0,36,33,1,6,6,0,0,0,1,0,0,3,7,.182,.250,.182,.432,6,0,0,0,0,0
629,CHW,2021-04-25,,TEX,W 8-4,41,33,8,11,7,1,2,1,8,0,0,6,5,.333,.425,.576,1.001,19,0,0,1,1,0
630,TBR,2021-04-25,,TOR,L 0-1,36,32,0,5,5,0,0,0,0,0,0,2,9,.156,.250,.156,.406,5,0,2,0,0,0
631,MIL,2021-04-25,@,CHC,W 6-0,43,34,6,7,4,3,0,0,6,1,0,6,10,.206,.357,.294,.651,10,1,2,1,0,0
632,STL,2021-04-25,,CIN,W 5-2,33,31,5,9,6,1,0,2,5,1,0,1,5,.290,.313,.516,.829,16,1,0,1,0,0
633,ATL,2021-04-25 (1),,ARI,L 0-5 (7),24,21,0,1,1,0,0,0,0,0,0,2,6,.048,.167,.048,.214,1,1,1,0,0,0
634,ARI,2021-04-25 (1),@,ATL,W 5-0 (7),31,27,5,8,4,1,1,2,5,0,1,3,7,.296,.367,.630,.996,17,0,0,1,0,0
635,ATL,2021-04-25 (2),,ARI,L 0-7 (7),21,21,0,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,0,1,0,0,0,0
636,ARI,2021-04-25 (2),@,ATL,W 7-0 (7),33,31,7,10,4,3,0,3,7,0,0,2,8,.323,.364,.710,1.073,22,0,0,0,0,0
637,LAA,2021-04-26,@,TEX,W 9-4,46,43,9,16,10,3,0,3,9,0,0,3,4,.372,.413,.651,1.064,28,0,0,0,0,0
638,CHC,2021-04-26,@,ATL,L 7-8,41,33,7,6,3,1,0,2,7,1,0,6,9,.182,.317,.394,.711,13,0,1,0,1,0
639,ATL,2021-04-26,,CHC,W 8-7,42,34,8,10,5,3,0,2,8,1,0,7,8,.294,.429,.559,.987,19,0,1,0,0,0
640,LAD,2021-04-26,,CIN,L 3-5 (10),42,34,3,6,4,1,0,1,3,1,0,5,12,.176,.333,.294,.627,10,2,3,0,0,0
641,COL,2021-04-26,@,SFG,L 0-12,31,30,0,3,3,0,0,0,0,0,0,1,9,.100,.129,.100,.229,3,0,0,0,0,0
642,PHI,2021-04-26,@,STL,W 2-1,31,31,2,6,4,0,0,2,2,0,0,0,8,.194,.194,.387,.581,12,1,0,0,0,0
643,SFG,2021-04-26,,COL,W 12-0,42,35,12,12,8,3,0,1,12,0,0,6,11,.343,.429,.514,.943,18,0,0,0,1,2
644,MIL,2021-04-26,,MIA,L 0-8,32,31,0,8,8,0,0,0,0,0,0,0,10,.258,.258,.258,.516,8,3,0,0,0,0
645,CIN,2021-04-26,@,LAD,W 5-3 (10),42,34,5,6,3,2,0,1,5,2,0,5,8,.176,.293,.324,.616,11,0,1,1,1,0
646,MIA,2021-04-26,@,MIL,W 8-0,41,37,8,11,6,3,0,2,7,2,0,2,15,.297,.341,.541,.882,20,0,1,0,1,0
647,STL,2021-04-26,,PHI,L 1-2,31,28,1,2,2,0,0,0,1,0,0,3,9,.071,.161,.071,.233,2,1,0,0,0,0
648,TEX,2021-04-26,,LAA,L 4-9,36,32,4,6,4,1,0,1,4,1,0,2,12,.188,.250,.313,.563,10,0,1,0,1,0
649,NYY,2021-04-26,@,BAL,L 2-4,35,28,2,4,2,2,0,0,2,0,0,7,7,.143,.314,.214,.529,6,2,0,0,0,0
650,MIN,2021-04-26,@,CLE,L 3-5 (10),36,34,3,5,3,1,0,1,3,0,0,1,7,.147,.167,.265,.431,9,0,0,0,1,0
651,KCR,2021-04-26,@,DET,W 3-2,35,33,3,8,4,2,1,1,3,0,0,0,7,.242,.235,.455,.690,15,0,0,1,1,0
652,SEA,2021-04-26,@,HOU,L 2-5,36,34,2,7,5,0,0,2,2,0,0,1,6,.206,.250,.382,.632,13,0,1,0,0,0
653,DET,2021-04-26,,KCR,L 2-3,40,35,2,9,5,2,2,0,2,1,0,5,10,.257,.350,.429,.779,15,1,0,0,0,0
654,CLE,2021-04-26,,MIN,W 5-3 (10),38,36,5,9,4,3,0,2,5,1,0,2,5,.250,.289,.500,.789,18,0,0,0,0,0
655,BAL,2021-04-26,,NYY,W 4-2,35,31,4,8,2,4,0,2,3,0,0,3,7,.258,.343,.581,.924,18,1,1,0,0,0
656,TBR,2021-04-26,,OAK,L 1-2,36,31,1,6,6,0,0,0,1,1,1,4,10,.194,.278,.194,.471,6,0,0,0,1,0
657,HOU,2021-04-26,,SEA,W 5-2,37,35,5,14,13,1,0,0,5,2,1,1,5,.400,.405,.429,.834,15,2,0,0,1,0
658,OAK,2021-04-26,@,TBR,W 2-1,33,27,2,3,1,1,0,1,2,0,1,4,11,.111,.273,.259,.532,7,1,2,0,0,0
659,CLE,2021-04-27,,MIN,W 7-4,39,32,7,8,2,3,0,3,6,0,0,5,8,.250,.385,.625,1.010,20,1,2,0,0,0
660,BOS,2021-04-27,@,NYM,W 2-1,31,29,2,5,2,2,0,1,2,0,0,2,8,.172,.226,.345,.571,10,2,0,0,0,0
661,BAL,2021-04-27,,NYY,L 1-5,37,33,1,7,6,1,0,0,1,0,0,3,8,.212,.297,.242,.540,8,1,1,0,0,0
662,TBR,2021-04-27,,OAK,W 4-3,38,35,4,10,4,4,1,1,4,0,0,2,7,.286,.324,.543,.867,19,0,0,1,0,0
663,KCR,2021-04-27,@,PIT,L 1-2,33,30,1,4,4,0,0,0,1,0,0,2,8,.133,.188,.133,.321,4,0,0,1,0,0
664,HOU,2021-04-27,,SEA,W 2-0,32,28,2,6,3,3,0,0,2,0,0,3,5,.214,.281,.321,.603,9,1,0,0,1,0
665,OAK,2021-04-27,@,TBR,L 3-4,36,34,3,8,6,1,0,1,3,0,0,1,6,.235,.250,.353,.603,12,0,0,0,1,0
666,SFG,2021-04-27,,COL,L 5-7 (10),41,40,5,11,7,2,0,2,5,1,0,1,8,.275,.293,.475,.768,19,1,0,0,0,0
667,MIL,2021-04-27,,MIA,W 5-4,36,32,5,10,5,2,1,2,5,0,1,1,7,.313,.371,.625,.996,20,0,2,1,0,0
668,PIT,2021-04-27,,KCR,W 2-1,32,31,2,8,7,1,0,0,2,0,0,1,9,.258,.281,.290,.572,9,1,0,0,0,0
669,CIN,2021-04-27,@,LAD,W 6-5,38,36,6,10,4,5,0,1,6,0,0,1,13,.278,.316,.500,.816,18,1,1,0,0,0
670,MIA,2021-04-27,@,MIL,L 4-5,36,32,4,7,5,0,0,2,3,1,1,3,13,.219,.278,.406,.684,13,0,0,0,1,0
671,STL,2021-04-27,,PHI,W 5-2,36,36,5,12,8,4,0,0,5,0,0,0,10,.333,.333,.444,.778,16,0,0,0,0,0
672,LAA,2021-04-27,@,TEX,L 1-6,37,36,1,10,7,3,0,0,1,0,0,1,5,.278,.297,.361,.658,13,1,0,0,0,0
673,TOR,2021-04-27,,WSN,W 9-5,35,31,9,10,6,1,0,3,8,0,0,3,7,.323,.371,.645,1.017,20,3,0,0,1,0
674,SDP,2021-04-27,@,ARI,L 1-5,33,29,1,4,2,2,0,0,1,0,0,3,9,.138,.219,.207,.426,6,1,0,1,0,0
675,CHC,2021-04-27,@,ATL,L 0-5,30,28,0,2,2,0,0,0,0,0,0,1,13,.071,.103,.071,.175,2,0,0,1,0,0
676,NYM,2021-04-27,,BOS,L 1-2,32,32,1,7,5,1,0,1,1,0,1,0,13,.219,.219,.344,.563,11,0,0,0,0,0
677,ATL,2021-04-27,,CHC,W 5-0,39,35,5,10,6,3,0,1,5,1,0,4,13,.286,.359,.457,.816,16,0,0,0,0,0
678,LAD,2021-04-27,,CIN,L 5-6,40,31,5,4,2,1,0,1,5,0,0,8,9,.129,.325,.258,.583,8,0,1,0,0,0
679,ARI,2021-04-27,,SDP,W 5-1,31,31,5,7,6,0,0,1,3,1,0,0,8,.226,.226,.323,.548,10,0,0,0,0,0
680,COL,2021-04-27,@,SFG,W 7-5 (10),44,37,7,7,3,1,0,3,7,0,0,7,9,.189,.318,.459,.778,17,0,0,0,0,0
681,PHI,2021-04-27,@,STL,L 2-5,32,29,2,3,2,1,0,0,2,1,0,2,6,.103,.156,.138,.294,4,1,0,0,1,0
682,WSN,2021-04-27,@,TOR,L 5-9,38,34,5,9,4,1,0,4,5,0,1,2,10,.265,.342,.647,.989,22,1,2,0,0,0
683,TEX,2021-04-27,,LAA,W 6-1,34,31,6,9,6,0,0,3,6,1,0,3,9,.290,.353,.581,.934,18,2,0,0,0,0
684,NYY,2021-04-27,@,BAL,W 5-1,39,35,5,12,7,2,0,3,5,0,1,3,7,.343,.385,.657,1.042,23,1,0,0,1,0
685,DET,2021-04-27,@,CHW,W 5-2,37,34,5,6,2,1,0,3,5,0,0,3,9,.176,.243,.471,.714,16,0,0,0,0,0
686,MIN,2021-04-27,@,CLE,L 4-7,34,34,4,8,5,1,1,1,4,0,0,0,6,.235,.235,.412,.647,14,0,0,0,0,0
687,CHW,2021-04-27,,DET,L 2-5,38,34,2,8,8,0,0,0,0,0,1,4,5,.235,.316,.235,.551,8,4,0,0,0,0
