Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
2861,NYY,2021-07-21,,PHI,W 6-5 (10),42,36,6,9,6,1,0,2,6,3,0,4,10,.250,.341,.444,.786,16,1,1,1,0,0
2862,BAL,2021-07-21,@,TBR,L 4-5,36,34,4,9,4,3,0,2,4,0,0,1,7,.265,.306,.529,.835,18,1,1,0,0,0
2863,COL,2021-07-21,,SEA,W 6-3,34,27,6,6,4,1,1,0,6,1,0,5,4,.222,.333,.333,.667,9,1,0,1,1,0
2864,LAD,2021-07-21,,SFG,L 2-4,33,30,2,3,1,1,0,1,2,1,0,3,9,.100,.182,.233,.415,7,0,0,0,0,0
2865,CHC,2021-07-21,@,STL,L 2-3 (10),43,36,2,8,3,4,1,0,2,1,1,2,6,.222,.349,.389,.738,14,0,5,0,0,1
2866,MIA,2021-07-21,@,WSN,W 3-1 (10),38,34,3,6,4,2,0,0,2,0,0,2,5,.176,.216,.235,.452,8,1,0,1,1,0
2867,ATL,2021-07-21 (1),,SDP,L 2-3 (7),27,25,2,5,4,1,0,0,1,0,0,0,3,.200,.192,.240,.432,6,0,0,1,1,0
2868,SDP,2021-07-21 (1),@,ATL,W 3-2 (7),31,26,3,7,4,2,0,1,3,0,1,4,6,.269,.355,.462,.816,12,0,0,0,1,0
2869,SDP,2021-07-21 (2),@,ATL,W 6-5 (7),33,26,6,6,3,2,0,1,5,1,0,6,7,.231,.364,.423,.787,11,0,0,0,1,2
2870,ATL,2021-07-21 (2),,SDP,L 5-6 (7),31,24,5,5,2,2,0,1,5,0,0,6,6,.208,.355,.417,.772,10,1,0,0,1,0
2871,MIA,2021-07-22,,SDP,L 2-3,36,30,2,4,1,3,0,0,2,1,0,5,10,.133,.278,.233,.511,7,1,1,0,0,0
2872,LAD,2021-07-22,,SFG,L 3-5,36,34,3,7,5,1,0,1,3,0,0,2,9,.206,.250,.324,.574,11,1,0,0,0,0
2873,CHC,2021-07-22,@,STL,L 2-3,32,29,2,3,2,1,0,0,2,0,0,3,10,.103,.188,.138,.325,4,2,0,0,0,0
2874,DET,2021-07-22,,TEX,W 7-5,35,31,7,7,1,2,1,3,7,2,0,3,8,.226,.286,.645,.931,20,0,0,0,1,0
2875,PHI,2021-07-22,,ATL,L 2-7,37,33,2,7,4,2,1,0,2,0,0,4,11,.212,.297,.333,.631,11,0,0,0,0,0
2876,STL,2021-07-22,,CHC,W 3-2,34,28,3,5,1,2,0,2,3,0,1,5,9,.179,.324,.464,.788,13,0,1,0,0,0
2877,SDP,2021-07-22,@,MIA,W 3-2,44,33,3,7,5,2,0,0,3,1,0,9,6,.212,.386,.273,.659,9,1,1,0,1,0
2878,SFG,2021-07-22,@,LAD,W 5-3,38,34,5,9,6,2,1,0,5,1,0,3,12,.265,.316,.382,.698,13,1,0,0,1,0
2879,ATL,2021-07-22,@,PHI,W 7-2,41,34,7,7,4,1,0,2,6,1,0,7,6,.206,.341,.412,.753,14,0,0,0,0,1
2880,MIN,2021-07-22,,LAA,L 2-3,33,30,2,6,3,3,0,0,2,1,0,2,8,.200,.273,.300,.573,9,1,1,0,0,0
2881,NYY,2021-07-22,@,BOS,L 4-5 (10),39,30,4,4,4,0,0,0,4,2,0,6,14,.133,.263,.133,.396,4,0,0,1,2,0
2882,TBR,2021-07-22,@,CLE,W 5-4 (10),43,38,5,10,6,1,2,1,5,0,1,4,5,.263,.326,.474,.799,18,0,0,0,1,0
2883,TEX,2021-07-22,@,DET,L 5-7,41,33,5,7,5,1,1,0,5,0,0,6,10,.212,.341,.303,.644,10,0,1,0,1,0
2884,LAA,2021-07-22,@,MIN,W 3-2,33,33,3,7,3,3,0,1,3,0,0,0,10,.212,.212,.394,.606,13,1,0,0,0,0
2885,BOS,2021-07-22,,NYY,W 5-4 (10),41,37,5,10,9,1,0,0,4,0,0,2,8,.270,.293,.297,.590,11,0,0,0,2,0
2886,SEA,2021-07-22,,OAK,L 1-4,35,31,1,4,3,0,0,1,1,0,0,3,15,.129,.229,.226,.454,7,0,1,0,0,0
2887,OAK,2021-07-22,@,SEA,W 4-1,45,36,4,11,8,3,0,0,4,2,0,6,4,.306,.409,.389,.798,14,0,1,1,1,0
2888,CLE,2021-07-22,,TBR,L 4-5 (10),41,35,4,5,3,1,0,1,4,2,0,5,10,.143,.244,.257,.501,9,0,0,0,1,1
2889,DET,2021-07-23,@,KCR,L 3-5,36,33,3,8,7,0,0,1,2,0,0,3,9,.242,.306,.333,.639,11,3,0,0,0,0
2890,CHW,2021-07-23,@,MIL,L 1-7,36,32,1,5,3,1,0,1,1,0,0,4,10,.156,.250,.281,.531,9,0,0,0,0,1
2891,LAA,2021-07-23,@,MIN,L 4-5,39,37,4,10,6,2,0,2,4,0,0,1,7,.270,.308,.486,.794,18,0,1,0,0,0
2892,TOR,2021-07-23,@,NYM,L 0-3,31,30,0,3,3,0,0,0,0,1,0,1,9,.100,.129,.100,.229,3,0,0,0,0,0
2893,BOS,2021-07-23,,NYY,W 6-2,36,32,6,9,5,2,0,2,6,0,0,3,12,.281,.333,.531,.865,17,0,0,0,1,0
2894,SEA,2021-07-23,,OAK,W 4-3,33,31,4,7,4,1,0,2,3,2,0,2,13,.226,.273,.452,.724,14,0,0,0,0,0
2895,OAK,2021-07-23,@,SEA,L 3-4,36,32,3,7,4,1,0,2,3,0,1,3,18,.219,.306,.438,.743,14,1,1,0,0,0
2896,CLE,2021-07-23,,TBR,L 5-10,38,36,5,10,7,0,1,2,5,0,0,2,7,.278,.316,.500,.816,18,1,0,0,0,0
2897,LAD,2021-07-23,,COL,L 6-9 (10),45,40,6,10,5,3,1,1,6,1,0,4,12,.250,.333,.450,.783,18,0,1,0,0,0
2898,SDP,2021-07-23,@,MIA,W 5-2,38,36,5,8,4,2,1,1,4,0,0,1,7,.222,.263,.417,.680,15,0,1,0,0,0
2899,COL,2021-07-23,@,LAD,W 9-6 (10),43,41,9,12,7,1,0,4,9,0,1,2,6,.293,.326,.610,.935,25,1,0,0,0,0
2900,ATL,2021-07-23,@,PHI,L 1-5,38,35,1,9,7,2,0,0,1,0,1,3,8,.257,.316,.314,.630,11,0,0,0,0,0
2901,SFG,2021-07-23,,PIT,L 4-6,38,33,4,8,3,2,1,2,4,1,0,4,14,.242,.342,.545,.888,18,2,1,0,0,0
2902,MIA,2021-07-23,,SDP,L 2-5,36,33,2,8,5,2,0,1,2,0,0,3,7,.242,.306,.394,.699,13,2,0,0,0,0
2903,PIT,2021-07-23,@,SFG,W 6-4,39,33,6,4,2,0,1,1,4,1,0,5,12,.121,.256,.273,.529,9,0,1,0,0,0
2904,CIN,2021-07-23,,STL,W 6-5,40,36,6,14,10,3,0,1,5,0,0,2,6,.389,.410,.556,.966,20,0,0,1,1,0
2905,NYM,2021-07-23,,TOR,W 3-0,32,29,3,6,4,0,0,2,3,0,0,3,8,.207,.281,.414,.695,12,1,0,0,0,0
2906,HOU,2021-07-23,,TEX,W 7-3,37,33,7,8,6,1,0,1,7,1,0,3,9,.242,.297,.364,.661,12,0,0,0,1,0
2907,BAL,2021-07-23,,WSN,W 6-1,32,30,6,6,1,3,0,2,6,1,0,1,4,.200,.219,.500,.719,15,0,0,0,1,0
2908,CHC,2021-07-23,,ARI,W 8-3,35,29,8,8,4,1,0,3,7,0,0,4,7,.276,.382,.621,1.003,18,1,1,1,0,0
2909,PHI,2021-07-23,,ATL,W 5-1,36,31,5,8,4,3,0,1,4,4,1,5,7,.258,.361,.452,.813,14,0,0,0,0,0
2910,WSN,2021-07-23,@,BAL,L 1-6,35,32,1,5,3,1,0,1,1,0,0,3,11,.156,.229,.281,.510,9,0,0,0,0,0
2911,ARI,2021-07-23,@,CHC,L 3-8,39,36,3,9,6,2,0,1,3,0,0,3,12,.250,.308,.389,.697,14,0,0,0,0,0
2912,MIL,2021-07-23,,CHW,W 7-1,39,30,7,8,6,1,0,1,7,1,0,9,5,.267,.436,.400,.836,12,2,0,0,0,1
2913,STL,2021-07-23,@,CIN,L 5-6,41,33,5,9,5,2,0,2,5,1,0,5,13,.273,.375,.515,.890,17,1,1,1,1,0
2914,MIN,2021-07-23,,LAA,W 5-4,37,35,5,13,9,4,0,0,3,0,0,2,7,.371,.405,.486,.891,17,1,0,0,0,0
2915,NYY,2021-07-23,@,BOS,L 2-6,40,32,2,6,4,2,0,0,2,0,1,5,12,.188,.350,.250,.600,8,0,3,0,0,0
2916,TBR,2021-07-23,@,CLE,W 10-5,43,38,10,13,9,2,0,2,8,0,0,4,4,.342,.419,.553,.971,21,2,1,0,0,0
2917,KCR,2021-07-23,,DET,W 5-3,33,28,5,5,2,0,1,2,5,0,0,4,7,.179,.281,.464,.746,13,0,0,1,0,0
2918,TEX,2021-07-23,@,HOU,L 3-7,36,33,3,6,4,1,1,0,3,0,0,3,11,.182,.250,.273,.523,9,0,0,0,0,0
2919,MIN,2021-07-24,,LAA,L 1-2,32,29,1,2,0,2,0,0,1,0,0,1,14,.069,.156,.138,.294,4,1,2,0,0,0
2920,NYY,2021-07-24,@,BOS,W 4-3,37,35,4,10,6,4,0,0,4,3,0,1,8,.286,.324,.400,.724,14,1,1,0,0,0
2921,TBR,2021-07-24,@,CLE,W 8-2,42,40,8,13,5,4,0,4,8,0,0,2,7,.325,.357,.725,1.082,29,1,0,0,0,0
2922,KCR,2021-07-24,,DET,W 9-8,40,36,9,11,7,1,1,2,9,0,0,4,10,.306,.375,.556,.931,20,0,0,0,0,0
2923,TEX,2021-07-24,@,HOU,L 1-4,36,29,1,2,1,0,0,1,1,0,0,7,12,.069,.250,.172,.422,5,1,0,0,0,0
2924,SFG,2021-07-24,,PIT,L 2-10,33,31,2,5,3,1,0,1,1,0,0,1,12,.161,.212,.290,.502,9,1,1,0,0,0
2925,MIA,2021-07-24,,SDP,W 3-2,36,31,3,8,8,0,0,0,2,1,0,4,11,.258,.361,.258,.619,8,1,1,0,0,0
2926,PIT,2021-07-24,@,SFG,W 10-2,46,40,10,16,10,4,1,1,10,0,0,4,7,.400,.435,.625,1.060,25,2,0,0,2,0
2927,CIN,2021-07-24,,STL,W 5-3,36,33,5,9,6,1,0,2,5,0,0,3,6,.273,.333,.485,.818,16,0,0,0,0,0
2928,NYM,2021-07-24,,TOR,L 3-10,39,37,3,14,12,2,0,0,3,0,0,2,8,.378,.410,.432,.843,16,3,0,0,0,0
2929,DET,2021-07-24,@,KCR,L 8-9,41,32,8,7,4,1,0,2,7,0,0,7,10,.219,.341,.438,.779,14,0,0,0,2,0
2930,CHW,2021-07-24,@,MIL,L 1-6,33,31,1,6,5,1,0,0,1,0,0,2,8,.194,.242,.226,.468,7,1,0,0,0,0
2931,LAA,2021-07-24,@,MIN,W 2-1,33,32,2,4,1,3,0,0,1,0,0,0,5,.125,.152,.219,.370,7,0,1,0,0,0
2932,TOR,2021-07-24,@,NYM,W 10-3,46,43,10,17,9,3,0,5,10,0,0,3,3,.395,.435,.814,1.249,35,1,0,0,0,0
2933,BOS,2021-07-24,,NYY,L 3-4,37,32,3,7,3,3,1,0,2,0,1,4,6,.219,.297,.375,.672,12,1,0,0,1,0
2934,SEA,2021-07-24,,OAK,W 5-4,37,32,5,7,4,1,0,2,4,0,0,5,8,.219,.324,.438,.762,14,1,0,0,0,0
2935,OAK,2021-07-24,@,SEA,L 4-5,35,33,4,6,4,1,0,1,4,0,0,2,11,.182,.229,.303,.532,10,1,0,0,0,0
2936,CLE,2021-07-24,,TBR,L 2-8,34,33,2,5,3,1,0,1,2,0,0,0,10,.152,.176,.273,.449,9,0,1,0,0,0
2937,LAD,2021-07-24,,COL,W 1-0,28,28,1,5,4,0,0,1,1,0,0,0,7,.179,.179,.286,.464,8,2,0,0,0,0
2938,SDP,2021-07-24,@,MIA,L 2-3,32,29,2,4,2,0,0,2,2,0,0,2,12,.138,.219,.345,.564,10,1,1,0,0,0
2939,COL,2021-07-24,@,LAD,L 0-1,33,29,0,2,1,1,0,0,0,0,0,4,10,.069,.182,.103,.285,3,0,0,0,0,0
2940,ATL,2021-07-24,@,PHI,W 15-3,50,43,15,17,10,2,0,5,15,0,0,5,9,.395,.458,.791,1.249,34,0,0,2,0,0
2941,HOU,2021-07-24,,TEX,W 4-1,35,24,4,5,3,1,0,1,4,0,0,8,5,.208,.400,.375,.775,9,2,1,0,2,0
2942,BAL,2021-07-24,,WSN,W 5-3,33,30,5,8,3,3,0,2,5,0,0,2,6,.267,.303,.567,.870,17,1,0,0,1,0
2943,CHC,2021-07-24,,ARI,L 3-7,35,33,3,7,3,2,1,1,1,0,0,1,10,.212,.257,.424,.681,14,1,1,0,0,0
2944,PHI,2021-07-24,,ATL,L 3-15,41,34,3,8,6,2,0,0,3,1,0,6,7,.235,.341,.294,.636,10,1,0,0,1,0
2945,WSN,2021-07-24,@,BAL,L 3-5,34,32,3,5,2,2,0,1,3,0,0,0,8,.156,.206,.313,.518,10,0,2,0,0,0
2946,ARI,2021-07-24,@,CHC,W 7-3,40,35,7,9,3,4,0,2,7,0,0,5,4,.257,.350,.543,.893,19,1,0,0,0,0
2947,MIL,2021-07-24,,CHW,W 6-1,36,30,6,6,2,0,0,4,6,1,0,3,13,.200,.294,.600,.894,18,0,1,2,0,0
2948,STL,2021-07-24,@,CIN,L 3-5,39,35,3,9,6,3,0,0,3,0,0,4,9,.257,.333,.343,.676,12,2,0,0,0,1
2949,HOU,2021-07-25,,TEX,W 3-1,31,25,3,4,3,0,0,1,3,1,1,6,7,.160,.323,.280,.603,7,2,0,0,0,0
2950,BAL,2021-07-25,,WSN,W 5-4,36,31,5,9,6,0,0,3,5,0,1,3,10,.290,.361,.581,.942,18,2,1,0,1,0
2951,CHC,2021-07-25,,ARI,W 5-1,34,29,5,6,3,0,0,3,5,1,0,5,9,.207,.324,.517,.841,15,0,0,0,0,0
2952,PHI,2021-07-25,,ATL,W 2-1,29,28,2,6,4,0,0,2,2,0,0,0,12,.214,.214,.429,.643,12,1,0,1,0,0
2953,WSN,2021-07-25,@,BAL,L 4-5,40,33,4,7,5,1,0,1,4,0,0,4,6,.212,.350,.333,.683,11,1,3,0,0,0
2954,ARI,2021-07-25,@,CHC,L 1-5,38,34,1,7,5,2,0,0,1,0,0,4,8,.206,.289,.265,.554,9,0,0,0,0,0
2955,MIL,2021-07-25,,CHW,L 1-3,37,35,1,8,5,2,1,0,1,0,0,2,9,.229,.270,.343,.613,12,0,0,0,0,0
2956,STL,2021-07-25,@,CIN,W 10-6,45,38,10,12,5,2,1,4,9,0,0,6,10,.316,.422,.737,1.159,28,1,1,0,0,0
2957,DET,2021-07-25,@,KCR,L 1-6,33,33,1,8,6,2,0,0,1,0,0,0,5,.242,.242,.303,.545,10,2,0,0,0,0
2958,CHW,2021-07-25,@,MIL,W 3-1,34,32,3,7,6,1,0,0,3,0,0,2,11,.219,.265,.250,.515,8,2,0,0,0,0
2959,LAA,2021-07-25,@,MIN,W 6-2,37,34,6,9,4,2,1,2,6,2,1,2,5,.265,.306,.559,.864,19,0,0,1,0,1
2960,TOR,2021-07-25,@,NYM,L 4-5,40,35,4,9,5,4,0,0,4,0,1,4,7,.257,.350,.371,.721,13,0,1,0,0,1
2961,BOS,2021-07-25,,NYY,W 5-4,31,29,5,5,2,3,0,0,5,0,0,1,10,.172,.194,.276,.469,8,0,0,0,1,0
2962,SEA,2021-07-25,,OAK,W 4-3,35,30,4,7,7,0,0,0,4,0,1,4,9,.233,.343,.233,.576,7,0,1,0,0,0
2963,OAK,2021-07-25,@,SEA,L 3-4,36,33,3,7,4,1,0,2,3,1,0,2,7,.212,.278,.424,.702,14,0,1,0,0,0
2964,CLE,2021-07-25,,TBR,W 3-2,33,30,3,7,6,0,0,1,3,1,0,1,7,.233,.273,.333,.606,10,0,1,0,1,0
2965,MIN,2021-07-25,,LAA,L 2-6,34,31,2,4,2,0,0,2,2,0,0,3,7,.129,.206,.323,.528,10,1,0,0,0,0
2966,NYY,2021-07-25,@,BOS,L 4-5,39,32,4,9,5,2,1,1,4,2,1,5,7,.281,.395,.500,.895,16,2,1,1,0,0
2967,TBR,2021-07-25,@,CLE,L 2-3,35,33,2,6,4,1,0,1,2,1,0,2,7,.182,.229,.303,.532,10,0,0,0,0,0
2968,KCR,2021-07-25,,DET,W 6-1,32,31,6,8,4,1,0,3,6,0,0,1,8,.258,.281,.581,.862,18,1,0,0,0,0
2969,TEX,2021-07-25,@,HOU,L 1-3,34,31,1,5,4,0,0,1,1,0,0,2,7,.161,.235,.258,.493,8,1,1,0,0,0
2970,SFG,2021-07-25,,PIT,W 6-1,37,33,6,9,3,2,0,4,5,1,0,4,11,.273,.351,.697,1.048,23,0,0,0,0,0
2971,MIA,2021-07-25,,SDP,W 9-3,41,35,9,12,6,3,0,3,9,3,0,3,10,.343,.425,.686,1.111,24,0,2,1,0,0
2972,PIT,2021-07-25,@,SFG,L 1-6,34,32,1,5,3,2,0,0,1,0,0,2,10,.156,.206,.219,.425,7,1,0,0,0,0
2973,CIN,2021-07-25,,STL,L 6-10,46,36,6,10,7,2,0,1,6,0,0,9,12,.278,.435,.417,.851,15,1,1,0,0,0
2974,NYM,2021-07-25,,TOR,W 5-4,33,30,5,9,6,2,0,1,5,0,2,3,7,.300,.364,.467,.830,14,1,0,0,0,0
2975,LAD,2021-07-25,,COL,W 3-2,34,31,3,7,3,1,0,3,3,1,0,3,6,.226,.294,.548,.843,17,0,0,0,0,0
2976,SDP,2021-07-25,@,MIA,L 3-9,33,30,3,5,2,1,0,2,3,0,2,2,11,.167,.242,.400,.642,12,0,1,0,0,1
2977,COL,2021-07-25,@,LAD,L 2-3,35,31,2,6,5,0,0,1,2,2,1,4,11,.194,.286,.290,.576,9,1,0,0,0,1
2978,ATL,2021-07-25,@,PHI,L 1-2,32,32,1,4,1,2,0,1,1,0,0,0,10,.125,.125,.281,.406,9,0,0,0,0,0
2979,WSN,2021-07-26,@,PHI,L 5-6,42,36,5,10,8,0,2,0,5,0,0,6,7,.278,.381,.389,.770,14,2,0,0,0,1
2980,TOR,2021-07-26,@,BOS,L 4-5,37,35,4,9,6,2,0,1,4,0,0,2,5,.257,.297,.400,.697,14,0,0,0,0,0
2981,KCR,2021-07-26,,CHW,W 4-3,34,31,4,8,3,2,0,3,4,0,1,2,5,.258,.324,.613,.936,19,0,1,0,0,0
2982,LAA,2021-07-26,,COL,W 6-2,35,33,6,11,8,2,0,1,6,1,0,1,10,.333,.343,.485,.828,16,0,0,0,1,0
2983,MIN,2021-07-26,,DET,W 6-5 (10),46,37,6,11,6,3,0,2,6,0,2,7,8,.297,.435,.541,.975,20,0,2,0,0,0
2984,BOS,2021-07-26,,TOR,W 5-4,35,32,5,9,5,2,0,2,5,0,1,3,7,.281,.343,.531,.874,17,0,0,0,0,0
2985,COL,2021-07-26,@,LAA,L 2-6,36,35,2,8,4,2,0,2,2,0,0,0,9,.229,.250,.457,.707,16,0,1,0,0,0
2986,CIN,2021-07-26,@,CHC,L 5-6,42,36,5,11,7,1,1,2,5,0,0,4,12,.306,.366,.556,.921,20,0,0,0,1,0
2987,CHC,2021-07-26,,CIN,W 6-5,45,34,6,12,9,1,0,2,6,0,1,8,8,.353,.488,.559,1.047,19,1,1,2,0,0
2988,SEA,2021-07-26,,HOU,W 11-8,37,32,11,9,6,1,0,2,11,0,0,4,14,.281,.378,.500,.878,16,1,1,0,0,0
2989,CHW,2021-07-26,@,KCR,L 3-4,34,31,3,5,2,3,0,0,3,0,0,3,8,.161,.235,.258,.493,8,0,0,0,0,0
2990,DET,2021-07-26,@,MIN,L 5-6 (10),38,37,5,8,4,1,0,3,5,0,0,1,8,.216,.237,.486,.723,18,0,0,0,0,0
2991,HOU,2021-07-26,@,SEA,L 8-11,42,37,8,10,4,3,0,3,8,0,0,4,7,.270,.357,.595,.952,22,0,1,0,0,0
2992,PHI,2021-07-26,,WSN,W 6-5,40,34,6,11,7,2,0,2,6,2,0,4,9,.324,.410,.559,.969,19,0,1,1,0,1
2993,NYM,2021-07-26 (1),,ATL,L 0-2 (7),26,24,0,5,4,1,0,0,0,0,0,2,4,.208,.269,.250,.519,6,2,0,0,0,0
2994,ATL,2021-07-26 (1),@,NYM,W 2-0 (7),32,30,2,10,7,3,0,0,2,0,0,2,8,.333,.375,.433,.808,13,1,0,0,0,1
2995,ATL,2021-07-26 (2),@,NYM,L 0-1 (7),25,24,0,4,4,0,0,0,0,0,0,1,10,.167,.200,.167,.367,4,1,0,0,0,0
2996,NYM,2021-07-26 (2),,ATL,W 1-0 (7),26,23,1,6,4,2,0,0,1,0,0,2,5,.261,.346,.348,.694,8,1,1,0,0,0
2997,COL,2021-07-27,@,LAA,W 12-3,51,45,12,16,11,3,0,2,12,2,0,5,10,.356,.431,.556,.987,25,1,1,0,0,0
2998,NYM,2021-07-27,,ATL,L 5-12,39,36,5,10,5,3,0,2,5,0,0,2,8,.278,.316,.528,.844,19,0,0,1,0,0
2999,MIA,2021-07-27,@,BAL,W 7-3,44,42,7,15,11,1,0,3,7,2,0,1,5,.357,.386,.595,.982,25,0,1,0,0,0
3000,CIN,2021-07-27,@,CHC,W 7-4,39,37,7,11,4,3,0,4,7,0,0,1,7,.297,.316,.703,1.018,26,0,0,1,0,0
3001,SFG,2021-07-27,,LAD,W 2-1,33,28,2,6,5,1,0,0,1,0,0,2,7,.214,.313,.250,.563,7,1,2,1,0,0
3002,NYM,2021-07-27,,ATL,L 5-12,39,36,5,10,5,3,0,2,5,0,0,2,8,.278,.316,.528,.844,19,0,0,1,0,0
3003,MIL,2021-07-27,@,PIT,W 9-0,43,38,9,12,9,1,0,2,9,0,0,4,8,.316,.395,.500,.895,19,2,1,0,0,0
3004,ATL,2021-07-27,@,NYM,W 12-5,45,39,12,11,5,2,0,4,12,0,0,5,11,.282,.378,.641,1.019,25,0,1,0,0,1
3005,CIN,2021-07-27,@,CHC,W 7-4,39,37,7,11,4,3,0,4,7,0,0,1,7,.297,.316,.703,1.018,26,0,0,1,0,0
3006,PIT,2021-07-27,,MIL,L 0-9,32,30,0,4,4,0,0,0,0,0,0,2,5,.133,.188,.133,.321,4,1,0,0,0,0
3007,COL,2021-07-27,@,LAA,W 12-3,51,45,12,16,11,3,0,2,12,2,0,5,10,.356,.431,.556,.987,25,1,1,0,0,0
3008,SDP,2021-07-27,,OAK,W 7-4,37,34,7,12,9,1,0,2,7,0,0,2,7,.353,.389,.559,.948,19,0,0,1,0,0
3009,LAD,2021-07-27,@,SFG,L 1-2,33,32,1,6,4,2,0,0,1,0,0,1,7,.188,.212,.250,.462,8,0,0,0,0,0
3010,STL,2021-07-27,@,CLE,W 4-2,38,34,4,8,3,3,0,2,4,2,0,4,8,.235,.316,.500,.816,17,0,0,0,0,0
3011,WSN,2021-07-27,@,PHI,W 6-4,36,33,6,8,5,1,0,2,6,0,0,2,8,.242,.306,.455,.760,15,2,1,0,0,0
3012,ARI,2021-07-27,@,TEX,L 4-5,35,30,4,8,6,2,0,0,4,0,0,4,7,.267,.343,.333,.676,10,1,0,0,1,0
3013,PHI,2021-07-27,,WSN,L 4-6,40,37,4,9,4,3,0,2,4,0,0,3,7,.243,.300,.486,.786,18,0,0,0,0,0
3014,CHC,2021-07-27,,CIN,L 4-7,41,34,4,8,2,3,0,3,4,0,0,6,9,.235,.366,.588,.954,20,0,1,0,0,0
3015,HOU,2021-07-27,@,SEA,W 8-6,43,41,8,15,10,4,0,1,7,0,0,2,4,.366,.395,.537,.932,22,0,0,0,0,0
3016,LAA,2021-07-27,,COL,L 3-12,41,35,3,8,6,1,0,1,3,0,0,5,9,.229,.341,.343,.684,12,0,1,0,0,0
3017,MIN,2021-07-27,,DET,L 5-6 (11),45,39,5,8,4,2,0,2,5,0,0,4,9,.205,.311,.410,.721,16,2,2,0,0,1
3018,CLE,2021-07-27,,STL,L 2-4,33,30,2,5,4,0,0,1,2,0,1,2,9,.167,.242,.267,.509,8,1,1,0,0,0
3019,TBR,2021-07-27,,NYY,L 3-4,39,32,3,8,6,1,0,1,3,0,1,7,12,.250,.385,.375,.760,12,2,0,0,0,0
3020,CHW,2021-07-27,@,KCR,W 5-3,35,31,5,6,3,1,0,2,5,0,0,3,6,.194,.286,.419,.705,13,2,1,0,0,1
3021,BAL,2021-07-27,,MIA,L 3-7,35,34,3,8,3,3,0,2,3,0,0,1,10,.235,.257,.500,.757,17,0,0,0,0,0
3022,DET,2021-07-27,@,MIN,W 6-5 (11),41,37,6,9,5,2,0,2,6,0,0,3,7,.243,.300,.459,.759,17,2,0,1,0,0
3023,SEA,2021-07-27,,HOU,L 6-8,40,36,6,9,6,1,0,2,6,0,0,4,10,.250,.325,.444,.769,16,0,0,0,0,0
3024,NYY,2021-07-27,@,TBR,W 4-3,42,34,4,10,5,4,0,1,4,1,0,7,10,.294,.429,.500,.929,17,3,1,0,0,0
3025,CHW,2021-07-28,@,KCR,L 2-3 (10),35,33,2,5,4,1,0,0,1,0,1,2,9,.152,.200,.182,.382,6,0,0,0,0,0
3026,BAL,2021-07-28,,MIA,W 8-7,41,31,8,8,3,3,0,2,7,1,0,9,7,.258,.425,.548,.973,17,0,0,1,0,2
3027,DET,2021-07-28,@,MIN,W 17-14,51,39,17,16,9,6,1,0,17,0,1,9,6,.410,.490,.615,1.106,24,0,0,0,3,0
3028,SEA,2021-07-28,,HOU,L 4-11,42,35,4,8,6,0,0,2,4,1,0,6,6,.229,.357,.400,.757,14,0,1,0,0,0
3029,NYY,2021-07-28,@,TBR,W 3-1 (10),38,35,3,7,5,2,0,0,2,1,0,1,13,.200,.237,.257,.494,9,0,1,0,1,0
3030,ARI,2021-07-28,@,TEX,W 3-2,32,29,3,3,0,1,0,2,3,1,0,2,9,.103,.156,.345,.501,10,0,0,0,1,0
3031,CHC,2021-07-28,,CIN,L 2-8,37,34,2,8,6,2,0,0,1,0,0,2,5,.235,.297,.294,.591,10,1,1,0,0,0
3032,KCR,2021-07-28,,CHW,W 3-2 (10),35,33,3,6,2,3,0,1,3,0,0,1,9,.182,.206,.364,.570,12,1,0,1,0,0
3033,OAK,2021-07-28,@,SDP,W 10-4,43,36,10,11,9,1,0,1,8,1,1,5,9,.306,.381,.417,.798,15,0,0,1,1,0
3034,TEX,2021-07-28,,ARI,L 2-3,35,32,2,6,4,2,0,0,2,1,0,2,8,.188,.229,.250,.479,8,0,0,0,1,0
3035,MIA,2021-07-28,@,BAL,L 7-8,46,38,7,11,7,3,0,1,7,0,0,7,8,.289,.413,.447,.860,17,0,1,0,0,0
3036,SFG,2021-07-28,,LAD,L 0-8,33,31,0,5,5,0,0,0,0,0,0,2,9,.161,.212,.161,.373,5,2,0,0,0,0
3037,NYM,2021-07-28,,ATL,W 2-1,31,28,2,6,5,0,0,1,2,0,0,2,9,.214,.290,.321,.612,9,1,1,0,0,0
3038,MIL,2021-07-28,@,PIT,W 7-3,41,37,7,12,9,3,0,0,7,0,0,2,10,.324,.366,.405,.771,15,0,1,0,1,1
3039,ATL,2021-07-28,@,NYM,L 1-2,36,35,1,9,7,1,0,1,1,0,0,1,9,.257,.278,.371,.649,13,0,0,0,0,0
3040,CIN,2021-07-28,@,CHC,W 8-2,46,37,8,11,4,5,0,2,8,0,0,7,10,.297,.435,.595,1.029,22,0,2,0,0,1
3041,PIT,2021-07-28,,MIL,L 3-7,36,33,3,6,3,1,0,2,3,0,0,3,7,.182,.250,.394,.644,13,0,0,0,0,0
3042,COL,2021-07-28,@,LAA,L 7-8,42,36,7,9,5,3,0,1,5,1,0,5,11,.250,.357,.417,.774,15,0,1,0,0,0
3043,SDP,2021-07-28,,OAK,L 4-10,38,35,4,8,6,2,0,0,3,0,0,3,12,.229,.289,.286,.575,10,0,0,0,0,0
